@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute outputs-1 {0,1,2,3}

@data
4732,'2025/11/30 17:28:32:353',33,-0.327629,-0.109541,0.237818,0.37128,0.04275,-0.472378,0.048285,-0.210653,-0.876808,1
4733,'2025/11/30 17:28:32:369',33,-0.303597,-0.107379,0.173125,0.201235,0.036152,-0.82876,0.058533,-0.206863,-0.89325,1
4734,'2025/11/30 17:28:32:389',33,-0.303597,-0.107379,0.173125,0.201235,0.036152,-0.82876,0.058533,-0.206863,-0.89325,1
4735,'2025/11/30 17:28:32:405',33,-0.199576,-0.04504,0.194854,0.260275,-0.362392,-1.332031,0.075975,-0.211274,-0.930115,1
4736,'2025/11/30 17:28:32:419',33,-0.199576,-0.04504,0.194854,0.260275,-0.362392,-1.332031,0.075975,-0.211274,-0.930115,1
4737,'2025/11/30 17:28:32:439',33,0.060058,0.052784,0.239535,-0.421834,-0.111465,-0.943933,0.083751,-0.21881,-0.971019,1
4738,'2025/11/30 17:28:32:453',33,0.060058,0.052784,0.239535,-0.421834,-0.111465,-0.943933,0.083751,-0.21881,-0.971019,1
4739,'2025/11/30 17:28:32:470',33,0.04691,0.055322,0.106014,-0.947878,0.258352,-0.566469,0.066617,-0.213299,-0.996937,1
4740,'2025/11/30 17:28:32:489',33,0.04691,0.055322,0.106014,-0.947878,0.258352,-0.566469,0.066617,-0.213299,-0.996937,1
4741,'2025/11/30 17:28:32:502',33,-0.017596,0.013769,-0.11897,-0.476572,0.079277,-0.621691,0.044103,-0.206058,-1.022854,1
4742,'2025/11/30 17:28:32:520',33,-0.017596,0.013769,-0.11897,-0.476572,0.079277,-0.621691,0.044103,-0.206058,-1.022854,1
4743,'2025/11/30 17:28:32:536',33,0.038595,0.02273,-0.12666,0.062547,0.164943,-0.514777,0.042839,-0.201267,-1.043996,1
4744,'2025/11/30 17:28:32:553',33,0.038595,0.02273,-0.12666,0.062547,0.164943,-0.514777,0.042839,-0.201267,-1.043996,1
4745,'2025/11/30 17:28:32:569',33,0.072015,0.025715,-0.029089,0.0965,0.261426,-0.325161,0.048394,-0.194451,-1.055791,1
4746,'2025/11/30 17:28:32:589',33,0.072015,0.025715,-0.029089,0.0965,0.261426,-0.325161,0.048394,-0.194451,-1.055791,1
4747,'2025/11/30 17:28:32:603',33,0.055251,0.019625,0.019924,-0.019966,0.104588,-0.189053,0.050806,-0.186809,-1.064274,1
4748,'2025/11/30 17:28:32:622',33,0.055251,0.019625,0.019924,-0.019966,0.104588,-0.189053,0.050806,-0.186809,-1.064274,1
4749,'2025/11/30 17:28:32:638',33,0.014193,-0.01231,-0.011705,0.00738,0.04655,-0.115481,0.051311,-0.183755,-1.069491,1
4750,'2025/11/30 17:28:32:652',33,0.014193,-0.01231,-0.011705,0.00738,0.04655,-0.115481,0.051311,-0.183755,-1.069491,1
4751,'2025/11/30 17:28:32:669',33,0.00315,-0.014051,-0.001465,0.042805,0.005968,-0.055139,0.052991,-0.183356,-1.071845,1
4752,'2025/11/30 17:28:32:689',33,0.00315,-0.014051,-0.001465,0.042805,0.005968,-0.055139,0.052991,-0.183356,-1.071845,1
4753,'2025/11/30 17:28:32:702',33,-0.027556,-0.015779,0.006849,0.05161,-0.039111,-0.077118,0.054576,-0.183242,-1.073595,1
4754,'2025/11/30 17:28:32:721',33,-0.027556,-0.015779,0.006849,0.05161,-0.039111,-0.077118,0.054576,-0.183242,-1.073595,1
4755,'2025/11/30 17:28:32:738',33,-0.030555,-0.012622,0.017299,0.095189,-0.062592,-0.093229,0.057967,-0.184653,-1.075933,1
4756,'2025/11/30 17:28:32:753',33,-0.030555,-0.012622,0.017299,0.095189,-0.062592,-0.093229,0.057967,-0.184653,-1.075933,1
4757,'2025/11/30 17:28:32:769',33,-0.017422,-0.005086,0.028964,0.095294,-0.098877,-0.043932,0.061619,-0.187582,-1.077881,1
4758,'2025/11/30 17:28:32:790',33,-0.017422,-0.005086,0.028964,0.095294,-0.098877,-0.043932,0.061619,-0.187582,-1.077881,1
4759,'2025/11/30 17:28:32:803',33,-0.023982,-0.009979,0.047208,0.033093,-0.143483,-0.00659,0.063779,-0.191206,-1.078298,1
4760,'2025/11/30 17:28:32:819',33,-0.023982,-0.009979,0.047208,0.033093,-0.143483,-0.00659,0.063779,-0.191206,-1.078298,1
4761,'2025/11/30 17:28:32:838',33,-0.06509,-0.033679,0.033363,-0.036611,0.018661,-0.028795,0.064098,-0.194246,-1.078508,1
4762,'2025/11/30 17:28:32:853',33,-0.06509,-0.033679,0.033363,-0.036611,0.018661,-0.028795,0.064098,-0.194246,-1.078508,1
4763,'2025/11/30 17:28:32:869',33,-0.056213,-0.028784,0.036901,-0.112471,-0.012217,-0.08778,0.061633,-0.193137,-1.080955,1
4764,'2025/11/30 17:28:32:888',33,-0.056213,-0.028784,0.036901,-0.112471,-0.012217,-0.08778,0.061633,-0.193137,-1.080955,1
4765,'2025/11/30 17:28:32:903',33,-0.056213,-0.028784,0.036901,-0.112471,-0.012217,-0.08778,0.061633,-0.193137,-1.080955,1
4766,'2025/11/30 17:28:32:919',33,-0.056213,-0.028784,0.036901,-0.112471,-0.012217,-0.08778,0.061633,-0.193137,-1.080955,1
4767,'2025/11/30 17:28:32:938',33,-0.056213,-0.028784,0.036901,-0.112471,-0.012217,-0.08778,0.061633,-0.193137,-1.080955,1
4768,'2025/11/30 17:28:32:952',33,-0.056213,-0.028784,0.036901,-0.112471,-0.012217,-0.08778,0.061633,-0.193137,-1.080955,1
4769,'2025/11/30 17:28:33:619',34,-0.044839,-0.017483,-0.021506,0.067922,0.056027,-0.030101,0.074857,-0.202388,-1.110753,1
4770,'2025/11/30 17:28:33:636',34,-0.024278,-0.015398,0.018884,0.057449,0.051287,-0.018458,0.076948,-0.200538,-1.111118,1
4771,'2025/11/30 17:28:33:653',34,-0.024278,-0.015398,0.018884,0.057449,0.051287,-0.018458,0.076948,-0.200538,-1.111118,1
4772,'2025/11/30 17:28:33:670',34,-0.016998,-0.023685,0.027077,0.008863,0.03952,0.018191,0.078232,-0.199435,-1.110719,1
4773,'2025/11/30 17:28:33:687',34,-0.016998,-0.023685,0.027077,0.008863,0.03952,0.018191,0.078232,-0.199435,-1.110719,1
4774,'2025/11/30 17:28:33:703',34,-0.069761,-0.032645,0.036202,-0.064832,0.003267,-0.061936,0.077204,-0.19836,-1.111366,1
4775,'2025/11/30 17:28:33:720',34,-0.069761,-0.032645,0.036202,-0.064832,0.003267,-0.061936,0.077204,-0.19836,-1.111366,1
4776,'2025/11/30 17:28:33:737',34,-0.079517,-0.037877,0.022565,-0.078524,0.039503,-0.136902,0.075645,-0.19769,-1.114754,1
4777,'2025/11/30 17:28:33:754',34,-0.079517,-0.037877,0.022565,-0.078524,0.039503,-0.136902,0.075645,-0.19769,-1.114754,1
4778,'2025/11/30 17:28:33:771',34,-0.130776,-0.044384,0.045358,-0.180286,0.078551,-0.340859,0.073205,-0.195091,-1.122991,1
4779,'2025/11/30 17:28:33:788',34,-0.130776,-0.044384,0.045358,-0.180286,0.078551,-0.340859,0.073205,-0.195091,-1.122991,1
4780,'2025/11/30 17:28:33:802',34,-0.310546,-0.091268,0.046924,-0.409003,0.258961,-0.879598,0.06694,-0.188236,-1.144974,1
4781,'2025/11/30 17:28:33:819',34,-0.310546,-0.091268,0.046924,-0.409003,0.258961,-0.879598,0.06694,-0.188236,-1.144974,1
4782,'2025/11/30 17:28:33:838',34,-0.410646,-0.114621,0.05558,-0.710355,0.478569,-1.644106,0.056323,-0.173256,-1.191984,1
4783,'2025/11/30 17:28:33:854',34,-0.410646,-0.114621,0.05558,-0.710355,0.478569,-1.644106,0.056323,-0.173256,-1.191984,1
4784,'2025/11/30 17:28:33:870',34,-0.480248,-0.100069,0.040179,-1.091252,0.923666,-2.242458,0.038888,-0.149587,-1.253712,1
4785,'2025/11/30 17:28:33:888',34,-0.480248,-0.100069,0.040179,-1.091252,0.923666,-2.242458,0.038888,-0.149587,-1.253712,1
4786,'2025/11/30 17:28:33:903',34,-0.647989,-0.058006,-0.077378,-1.146013,1.478959,-3.320054,0.011056,-0.105601,-1.354047,1
4787,'2025/11/30 17:28:33:920',34,-0.647989,-0.058006,-0.077378,-1.146013,1.478959,-3.320054,0.011056,-0.105601,-1.354047,1
4788,'2025/11/30 17:28:33:937',34,-0.535866,0.10344,-0.143076,-1.000319,1.813664,-3.982302,-0.012099,-0.056026,-1.467658,1
4789,'2025/11/30 17:28:33:953',34,-0.535866,0.10344,-0.143076,-1.000319,1.813664,-3.982302,-0.012099,-0.056026,-1.467658,1
4790,'2025/11/30 17:28:33:970',34,-0.358999,0.228758,-0.304379,-0.538594,2.518085,-4.102471,-0.037394,0.016574,-1.610305,1
4791,'2025/11/30 17:28:33:986',34,-0.358999,0.228758,-0.304379,-0.538594,2.518085,-4.102471,-0.037394,0.016574,-1.610305,1
4792,'2025/11/30 17:28:34:003',34,-0.144249,0.441007,-0.441642,0.462614,2.972515,-4.090414,-0.048087,0.105028,-1.753301,1
4793,'2025/11/30 17:28:34:019',34,-0.144249,0.441007,-0.441642,0.462614,2.972515,-4.090414,-0.048087,0.105028,-1.753301,1
4794,'2025/11/30 17:28:34:037',34,0.042317,0.554108,-0.45545,1.88197,3.070836,-3.554684,-0.029667,0.204012,-1.89428,1
4795,'2025/11/30 17:28:34:054',34,0.042317,0.554108,-0.45545,1.88197,3.070836,-3.554684,-0.029667,0.204012,-1.89428,1
4796,'2025/11/30 17:28:34:072',34,0.065984,0.638208,-0.279729,2.945847,3.07795,-2.864698,0.017298,0.296461,-2.00505,1
4797,'2025/11/30 17:28:34:087',34,0.065984,0.638208,-0.279729,2.945847,3.07795,-2.864698,0.017298,0.296461,-2.00505,1
4798,'2025/11/30 17:28:34:103',34,-0.007682,0.697244,-0.218955,4.643201,2.279461,-2.902527,0.105275,0.398931,-2.142654,1
4799,'2025/11/30 17:28:34:120',34,-0.007682,0.697244,-0.218955,4.643201,2.279461,-2.902527,0.105275,0.398931,-2.142654,1
4800,'2025/11/30 17:28:34:138',34,0.208193,0.984299,-0.18699,6.723172,0.676282,-2.809582,0.240235,0.484482,-2.323448,1
4801,'2025/11/30 17:28:34:154',34,0.208193,0.984299,-0.18699,6.723172,0.676282,-2.809582,0.240235,0.484482,-2.323448,1
4802,'2025/11/30 17:28:34:170',34,0.551752,1.196558,-0.079765,8.094077,-1.280348,-2.151556,0.399085,0.535638,-2.507636,1
4803,'2025/11/30 17:28:34:189',34,0.551752,1.196558,-0.079765,8.094077,-1.280348,-2.151556,0.399085,0.535638,-2.507636,1
4804,'2025/11/30 17:28:34:203',34,0.496045,1.109207,0.148051,8.49087,-3.944482,-1.879651,0.612414,0.557537,-2.749004,1
4805,'2025/11/30 17:28:34:222',34,0.496045,1.109207,0.148051,8.49087,-3.944482,-1.879651,0.612414,0.557537,-2.749004,1
4806,'2025/11/30 17:28:34:238',34,0.579432,0.991551,-0.13719,8.977567,-3.301581,-1.378069,0.834834,0.612565,-3.039027,1
4807,'2025/11/30 17:28:34:255',34,0.579432,0.991551,-0.13719,8.977567,-3.301581,-1.378069,0.834834,0.612565,-3.039027,1
4808,'2025/11/30 17:28:34:269',34,0.602205,1.01273,-0.089027,9.695222,-3.720156,-0.955665,1.027466,0.788161,2.903903,1
4809,'2025/11/30 17:28:34:288',34,0.602205,1.01273,-0.089027,9.695222,-3.720156,-0.955665,1.027466,0.788161,2.903903,1
4810,'2025/11/30 17:28:34:305',34,0.109627,1.205409,-0.306152,12.384804,-6.209578,-2.560623,1.173905,1.354614,2.08422,1
4811,'2025/11/30 17:28:34:322',34,0.109627,1.205409,-0.306152,12.384804,-6.209578,-2.560623,1.173905,1.354614,2.08422,1
4812,'2025/11/30 17:28:34:338',34,-0.028576,1.528497,-0.322352,13.263624,-6.636602,-5.268926,0.971861,1.975528,1.133978,1
4813,'2025/11/30 17:28:34:352',34,-0.028576,1.528497,-0.322352,13.263624,-6.636602,-5.268926,0.971861,1.975528,1.133978,1
4814,'2025/11/30 17:28:34:371',34,0.570814,1.596619,-0.103432,11.315112,-4.152957,-4.952674,0.657044,2.086487,0.750738,1
4815,'2025/11/30 17:28:34:387',34,0.570814,1.596619,-0.103432,11.315112,-4.152957,-4.952674,0.657044,2.086487,0.750738,1
4816,'2025/11/30 17:28:34:403',34,1.672739,1.273844,0.216761,7.041125,4.206388,0.355201,0.411771,2.210711,0.487757,1
4817,'2025/11/30 17:28:34:421',34,1.672739,1.273844,0.216761,7.041125,4.206388,0.355201,0.411771,2.210711,0.487757,1
4818,'2025/11/30 17:28:34:438',34,0.789326,1.37432,-0.11671,6.356848,5.433672,4.140991,0.324906,2.483288,0.25717,1
4819,'2025/11/30 17:28:34:453',34,0.789326,1.37432,-0.11671,6.356848,5.433672,4.140991,0.324906,2.483288,0.25717,1
4820,'2025/11/30 17:28:34:469',34,-0.624365,1.050513,-0.320588,8.397598,3.274962,2.901968,0.182646,2.678217,0.035176,1
4821,'2025/11/30 17:28:34:486',34,-0.624365,1.050513,-0.320588,8.397598,3.274962,2.901968,0.182646,2.678217,0.035176,1
4822,'2025/11/30 17:28:34:503',34,-0.070768,1.050003,-0.168669,8.443545,1.761597,3.346788,-0.041348,2.794129,-0.176177,1
4823,'2025/11/30 17:28:34:519',34,-0.070768,1.050003,-0.168669,8.443545,1.761597,3.346788,-0.041348,2.794129,-0.176177,1
4824,'2025/11/30 17:28:34:536',34,-0.384126,1.000051,-0.113464,10.045708,-0.173721,2.945485,-0.300391,2.764327,-0.397096,1
4825,'2025/11/30 17:28:34:552',34,-0.384126,1.000051,-0.113464,10.045708,-0.173721,2.945485,-0.300391,2.764327,-0.397096,1
4826,'2025/11/30 17:28:34:570',34,-0.942001,0.639424,1.025867,7.755995,3.246912,0.810374,-0.579023,2.727517,-0.604034,1
4827,'2025/11/30 17:28:34:589',34,-0.942001,0.639424,1.025867,7.755995,3.246912,0.810374,-0.579023,2.727517,-0.604034,1
4828,'2025/11/30 17:28:34:604',34,-0.563978,0.056903,2.055604,3.719989,0.46869,0.151496,-0.733709,2.740375,-0.704651,1
4829,'2025/11/30 17:28:34:620',34,-0.563978,0.056903,2.055604,3.719989,0.46869,0.151496,-0.733709,2.740375,-0.704651,1
4830,'2025/11/30 17:28:34:638',34,-0.284555,-0.084267,1.727351,-1.321436,-0.173518,0.018774,-0.767571,2.710259,-0.729545,1
4831,'2025/11/30 17:28:34:652',34,-0.284555,-0.084267,1.727351,-1.321436,-0.173518,0.018774,-0.767571,2.710259,-0.729545,1
4832,'2025/11/30 17:28:34:669',34,-0.499374,0.055306,0.131214,-2.722406,1.48047,-1.130975,-0.695599,2.777426,-0.661786,1
4833,'2025/11/30 17:28:34:688',34,-0.499374,0.055306,0.131214,-2.722406,1.48047,-1.130975,-0.695599,2.777426,-0.661786,1
4834,'2025/11/30 17:28:34:703',34,-0.031606,-0.005269,-0.198564,-1.056859,0.997722,-1.296922,-0.652932,2.86514,-0.590343,1
4835,'2025/11/30 17:28:34:720',34,-0.031606,-0.005269,-0.198564,-1.056859,0.997722,-1.296922,-0.652932,2.86514,-0.590343,1
4836,'2025/11/30 17:28:34:739',34,0.187108,-0.010747,0.089285,-0.474316,-0.049835,-0.768171,-0.642066,2.907907,-0.541494,1
4837,'2025/11/30 17:28:34:752',34,0.187108,-0.010747,0.089285,-0.474316,-0.049835,-0.768171,-0.642066,2.907907,-0.541494,1
4838,'2025/11/30 17:28:34:773',34,0.057112,-0.021181,0.06561,-0.654601,0.054072,-0.866816,-0.627584,2.931733,-0.502687,1
4839,'2025/11/30 17:28:34:789',34,0.057112,-0.021181,0.06561,-0.654601,0.054072,-0.866816,-0.627584,2.931733,-0.502687,1
4840,'2025/11/30 17:28:34:805',34,0.151401,0.019678,-0.005342,-0.52818,-0.067298,-0.766811,-0.615109,2.95153,-0.468062,1
4841,'2025/11/30 17:28:34:819',34,0.151401,0.019678,-0.005342,-0.52818,-0.067298,-0.766811,-0.615109,2.95153,-0.468062,1
4842,'2025/11/30 17:28:34:837',34,0.157583,0.065785,-0.027762,-0.55761,0.102495,-0.433661,-0.601171,2.967235,-0.438789,1
4843,'2025/11/30 17:28:34:853',34,0.157583,0.065785,-0.027762,-0.55761,0.102495,-0.433661,-0.601171,2.967235,-0.438789,1
4844,'2025/11/30 17:28:34:873',34,0.097847,0.054762,-0.094871,-0.483274,0.258793,-0.278946,-0.583924,2.985751,-0.420415,1
4845,'2025/11/30 17:28:34:888',34,0.097847,0.054762,-0.094871,-0.483274,0.258793,-0.278946,-0.583924,2.985751,-0.420415,1
4846,'2025/11/30 17:28:34:904',34,0.065054,0.04576,-0.100935,-0.1508,-0.013102,-0.213392,-0.575933,2.99542,-0.410194,1
4847,'2025/11/30 17:28:34:919',34,0.065054,0.04576,-0.100935,-0.1508,-0.013102,-0.213392,-0.575933,2.99542,-0.410194,1
4848,'2025/11/30 17:28:34:937',34,0.043534,0.038752,-0.093935,0.092331,-0.012873,-0.124347,-0.576194,2.997744,-0.403051,1
4849,'2025/11/30 17:28:34:954',34,0.043534,0.038752,-0.093935,0.092331,-0.012873,-0.124347,-0.576194,2.997744,-0.403051,1
4850,'2025/11/30 17:28:34:970',34,-0.004614,-0.013169,-0.031901,0.118927,0.108817,-0.137244,-0.5812,3.001374,-0.39844,1
4851,'2025/11/30 17:28:34:988',34,-0.004614,-0.013169,-0.031901,0.118927,0.108817,-0.137244,-0.5812,3.001374,-0.39844,1
4852,'2025/11/30 17:28:35:005',34,0.021258,-0.016004,-0.008713,-0.023033,0.244054,-0.077166,-0.581707,3.011878,-0.394537,1
4853,'2025/11/30 17:28:35:019',34,0.021258,-0.016004,-0.008713,-0.023033,0.244054,-0.077166,-0.581707,3.011878,-0.394537,1
4854,'2025/11/30 17:28:35:037',34,0.025155,-0.0018,-0.028033,0.034507,0.263064,0.024807,-0.582477,3.0188,-0.393963,1
4855,'2025/11/30 17:28:35:054',34,0.025155,-0.0018,-0.028033,0.034507,0.263064,0.024807,-0.582477,3.0188,-0.393963,1
4856,'2025/11/30 17:28:35:069',34,-0.011665,-0.041236,-0.016271,0.173397,0.074376,0.008699,-0.585137,3.024538,-0.395337,1
4857,'2025/11/30 17:28:35:086',34,-0.011665,-0.041236,-0.016271,0.173397,0.074376,0.008699,-0.585137,3.024538,-0.395337,1
4858,'2025/11/30 17:28:35:103',34,-0.022611,-0.034679,0.033368,0.067103,0.112584,-0.040841,-0.590845,3.026913,-0.395021,1
4859,'2025/11/30 17:28:35:119',34,-0.022611,-0.034679,0.033368,0.067103,0.112584,-0.040841,-0.590845,3.026913,-0.395021,1
4860,'2025/11/30 17:28:35:137',34,-0.008599,-0.014924,0.024759,-0.015503,0.186927,-0.058931,-0.590797,3.032746,-0.393029,1
4861,'2025/11/30 17:28:35:152',34,-0.008599,-0.014924,0.024759,-0.015503,0.186927,-0.058931,-0.590797,3.032746,-0.393029,1
4862,'2025/11/30 17:28:35:837',35,0.001143,-0.017458,0.023332,-0.057197,0.064614,0.013668,-0.608246,3.089375,-0.353689,1
4863,'2025/11/30 17:28:35:855',35,0.001143,-0.017458,0.023332,-0.057197,0.064614,0.013668,-0.608246,3.089375,-0.353689,1
4864,'2025/11/30 17:28:35:870',35,0.00207,-0.032688,0.006086,-0.020651,0.008166,0.008964,-0.607021,3.090271,-0.353928,1
4865,'2025/11/30 17:28:35:886',35,0.00207,-0.032688,0.006086,-0.020651,0.008166,0.008964,-0.607021,3.090271,-0.353928,1
4866,'2025/11/30 17:28:35:906',35,0.001391,-0.044515,-0.005365,-0.031165,0.034642,0.00782,-0.60563,3.090813,-0.354612,1
4867,'2025/11/30 17:28:35:921',35,0.001391,-0.044515,-0.005365,-0.031165,0.034642,0.00782,-0.60563,3.090813,-0.354612,1
4868,'2025/11/30 17:28:35:937',35,-0.007569,-0.038907,-0.036143,0.07811,0.039377,-0.056402,-0.606195,3.092741,-0.35353,1
4869,'2025/11/30 17:28:35:952',35,-0.007569,-0.038907,-0.036143,0.07811,0.039377,-0.056402,-0.606195,3.092741,-0.35353,1
4870,'2025/11/30 17:28:35:973',35,-0.007569,-0.038907,-0.036143,0.07811,0.039377,-0.056402,-0.606195,3.092741,-0.35353,1
4871,'2025/11/30 17:28:35:987',35,-0.007569,-0.038907,-0.036143,0.07811,0.039377,-0.056402,-0.606195,3.092741,-0.35353,1
4872,'2025/11/30 17:28:36:005',35,-0.007569,-0.038907,-0.036143,0.07811,0.039377,-0.056402,-0.606195,3.092741,-0.35353,1
4873,'2025/11/30 17:28:36:020',35,-0.007569,-0.038907,-0.036143,0.07811,0.039377,-0.056402,-0.606195,3.092741,-0.35353,1
4874,'2025/11/30 17:28:36:039',35,-0.007569,-0.038907,-0.036143,0.07811,0.039377,-0.056402,-0.606195,3.092741,-0.35353,1
4875,'2025/11/30 17:28:36:055',35,-0.007569,-0.038907,-0.036143,0.07811,0.039377,-0.056402,-0.606195,3.092741,-0.35353,1
4876,'2025/11/30 17:28:36:069',35,-0.007569,-0.038907,-0.036143,0.07811,0.039377,-0.056402,-0.606195,3.092741,-0.35353,1
4877,'2025/11/30 17:28:36:087',35,0.034328,-0.014057,-0.022377,0.136436,0.038648,-0.006047,-0.609568,3.094672,-0.352237,1
4878,'2025/11/30 17:28:36:103',35,-0.08738,-0.01846,0.027929,0.467042,-0.612337,-0.082613,-0.639543,3.074478,-0.366035,1
4879,'2025/11/30 17:28:36:120',35,-0.08738,-0.01846,0.027929,0.467042,-0.612337,-0.082613,-0.639543,3.074478,-0.366035,1
4880,'2025/11/30 17:28:36:138',35,-0.296241,0.026179,0.29442,-0.05927,-0.837168,-0.658888,-0.651397,3.054226,-0.351826,1
4881,'2025/11/30 17:28:36:155',35,-0.296241,0.026179,0.29442,-0.05927,-0.837168,-0.658888,-0.651397,3.054226,-0.351826,1
4882,'2025/11/30 17:28:36:169',35,-0.375256,0.075512,0.322563,-0.983453,-0.600171,-1.359452,-0.635128,3.058117,-0.305455,1
4883,'2025/11/30 17:28:36:189',35,-0.375256,0.075512,0.322563,-0.983453,-0.600171,-1.359452,-0.635128,3.058117,-0.305455,1
4884,'2025/11/30 17:28:36:203',35,-0.388861,0.101,0.360705,-1.302027,-1.309939,-2.020022,-0.603989,3.070485,-0.233159,1
4885,'2025/11/30 17:28:36:219',35,-0.388861,0.101,0.360705,-1.302027,-1.309939,-2.020022,-0.603989,3.070485,-0.233159,1
4886,'2025/11/30 17:28:36:238',35,-0.365573,0.079718,0.722013,-1.872461,-3.336643,-3.072316,-0.557207,3.048941,-0.122406,1
4887,'2025/11/30 17:28:36:254',35,-0.365573,0.079718,0.722013,-1.872461,-3.336643,-3.072316,-0.557207,3.048941,-0.122406,1
4888,'2025/11/30 17:28:36:270',35,-0.365573,0.079718,0.722013,-1.872461,-3.336643,-3.072316,-0.557207,3.048941,-0.122406,1
4889,'2025/11/30 17:28:36:288',35,-0.365573,0.079718,0.722013,-1.872461,-3.336643,-3.072316,-0.557207,3.048941,-0.122406,1
4890,'2025/11/30 17:28:36:305',35,-0.365573,0.079718,0.722013,-1.872461,-3.336643,-3.072316,-0.557207,3.048941,-0.122406,1
4891,'2025/11/30 17:28:36:322',35,-0.365573,0.079718,0.722013,-1.872461,-3.336643,-3.072316,-0.557207,3.048941,-0.122406,1
4892,'2025/11/30 17:28:36:338',35,-0.365573,0.079718,0.722013,-1.872461,-3.336643,-3.072316,-0.557207,3.048941,-0.122406,1
4893,'2025/11/30 17:28:36:354',35,-0.365573,0.079718,0.722013,-1.872461,-3.336643,-3.072316,-0.557207,3.048941,-0.122406,1
4894,'2025/11/30 17:28:36:369',35,-0.099079,1.056373,0.03508,-7.322866,-3.506455,-2.53656,0.123797,2.878996,0.360301,1
4895,'2025/11/30 17:28:36:389',35,-0.099079,1.056373,0.03508,-7.322866,-3.506455,-2.53656,0.123797,2.878996,0.360301,1
4896,'2025/11/30 17:28:36:403',35,-0.09784,1.206276,-0.181484,-7.738652,-3.306263,-2.033572,0.318281,2.750004,0.499931,1
4897,'2025/11/30 17:28:36:419',35,-0.09784,1.206276,-0.181484,-7.738652,-3.306263,-2.033572,0.318281,2.750004,0.499931,1
4898,'2025/11/30 17:28:36:439',35,-0.141158,1.335809,-0.313031,-7.91637,-3.583461,-1.51528,0.528285,2.541074,0.705227,1
4899,'2025/11/30 17:28:36:454',35,-0.141158,1.335809,-0.313031,-7.91637,-3.583461,-1.51528,0.528285,2.541074,0.705227,1
4900,'2025/11/30 17:28:36:470',35,0.082439,1.435285,-0.356567,-8.88629,-1.093699,0.457054,0.729609,2.301828,0.961945,1
4901,'2025/11/30 17:28:36:487',35,0.082439,1.435285,-0.356567,-8.88629,-1.093699,0.457054,0.729609,2.301828,0.961945,1
4902,'2025/11/30 17:28:36:504',35,0.418183,1.653021,-0.469089,-10.821619,1.607783,1.604995,0.929935,2.067189,1.294108,1
4903,'2025/11/30 17:28:36:520',35,0.418183,1.653021,-0.469089,-10.821619,1.607783,1.604995,0.929935,2.067189,1.294108,1
4904,'2025/11/30 17:28:36:536',35,1.006321,1.951859,-0.987453,-9.949192,0.374834,3.296426,1.102389,1.54175,1.962665,1
4905,'2025/11/30 17:28:36:554',35,1.006321,1.951859,-0.987453,-9.949192,0.374834,3.296426,1.102389,1.54175,1.962665,1
4906,'2025/11/30 17:28:36:571',35,1.985002,1.709483,-1.99768,-3.717022,0.813081,9.480352,1.219772,0.841212,2.737042,1
4907,'2025/11/30 17:28:36:590',35,1.985002,1.709483,-1.99768,-3.717022,0.813081,9.480352,1.219772,0.841212,2.737042,1
4908,'2025/11/30 17:28:36:605',35,1.630382,2.127124,-1.305953,-0.939834,1.48076,14.084892,1.270862,-0.247292,-2.362115,1
4909,'2025/11/30 17:28:36:621',35,1.630382,2.127124,-1.305953,-0.939834,1.48076,14.084892,1.270862,-0.247292,-2.362115,1
4910,'2025/11/30 17:28:36:638',35,-0.594878,3.348124,-0.067454,-1.028345,4.51406,17.928701,0.87507,-1.030849,-1.425618,1
4911,'2025/11/30 17:28:36:654',35,-0.594878,3.348124,-0.067454,-1.028345,4.51406,17.928701,0.87507,-1.030849,-1.425618,1
4912,'2025/11/30 17:28:36:669',35,-4.328305,1.063397,0.19623,-9.996918,15.176641,7.338357,0.367268,-0.74326,-1.255636,1
4913,'2025/11/30 17:28:36:689',35,-4.328305,1.063397,0.19623,-9.996918,15.176641,7.338357,0.367268,-0.74326,-1.255636,1
4914,'2025/11/30 17:28:36:703',35,-0.992408,0.450776,-1.610368,-6.97941,6.975631,4.573901,0.045259,-0.375806,-1.262287,1
4915,'2025/11/30 17:28:36:723',35,-0.992408,0.450776,-1.610368,-6.97941,6.975631,4.573901,0.045259,-0.375806,-1.262287,1
4916,'2025/11/30 17:28:36:736',35,-1.072194,-0.008876,-2.129824,-0.298587,-0.61354,1.179023,-0.093592,-0.306877,-1.206687,1
4917,'2025/11/30 17:28:36:753',35,-1.072194,-0.008876,-2.129824,-0.298587,-0.61354,1.179023,-0.093592,-0.306877,-1.206687,1
4918,'2025/11/30 17:28:36:769',35,-0.176453,0.098438,-1.085307,1.041467,-0.100717,1.373892,-0.078981,-0.320771,-1.161832,1
4919,'2025/11/30 17:28:36:787',35,-0.176453,0.098438,-1.085307,1.041467,-0.100717,1.373892,-0.078981,-0.320771,-1.161832,1
4920,'2025/11/30 17:28:36:805',35,-0.169882,0.076373,-0.533398,0.718438,0.190238,1.636795,-0.071851,-0.311894,-1.109318,1
