@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute outputs-1 {0,1,2,3}

@data
15410,'2025/11/30 17:48:53:495',62,2.729477,2.053671,0.649069,-4.019221,6.7088,16.215845,1.001661,-1.508482,0.964605,3
15411,'2025/11/30 17:48:53:512',62,2.729477,2.053671,0.649069,-4.019221,6.7088,16.215845,1.001661,-1.508482,0.964605,3
15412,'2025/11/30 17:48:53:529',62,-6.795372,-0.629487,0.527561,-5.233804,-1.621393,2.416909,0.542164,-1.296199,0.83885,3
15413,'2025/11/30 17:48:53:544',62,-6.795372,-0.629487,0.527561,-5.233804,-1.621393,2.416909,0.542164,-1.296199,0.83885,3
15414,'2025/11/30 17:48:53:563',62,-3.20472,-1.336381,-1.881262,-1.952749,3.777266,-5.569979,0.602174,-1.109958,0.600078,3
15415,'2025/11/30 17:48:53:580',62,-3.20472,-1.336381,-1.881262,-1.952749,3.777266,-5.569979,0.602174,-1.109958,0.600078,3
15416,'2025/11/30 17:48:53:595',62,-1.179662,-0.10102,-1.638026,5.003943,-2.66339,-8.071304,0.807319,-1.074299,0.559288,3
15417,'2025/11/30 17:48:53:614',62,-1.179662,-0.10102,-1.638026,5.003943,-2.66339,-8.071304,0.807319,-1.074299,0.559288,3
15418,'2025/11/30 17:48:53:628',62,0.352791,2.306515,-0.346435,3.918613,-0.421179,-8.915059,1.161574,-1.156415,0.568396,3
15419,'2025/11/30 17:48:53:645',62,0.352791,2.306515,-0.346435,3.918613,-0.421179,-8.915059,1.161574,-1.156415,0.568396,3
15420,'2025/11/30 17:48:53:661',62,2.679191,2.815542,0.011099,4.635577,-2.373723,-1.116923,1.394861,-1.520964,0.915787,3
15421,'2025/11/30 17:48:53:677',62,2.679191,2.815542,0.011099,4.635577,-2.373723,-1.116923,1.394861,-1.520964,0.915787,3
15422,'2025/11/30 17:48:53:695',62,3.999958,2.239899,0.328951,1.033647,3.461568,9.773027,1.258996,-1.854983,1.251795,3
15423,'2025/11/30 17:48:53:711',62,3.999958,2.239899,0.328951,1.033647,3.461568,9.773027,1.258996,-1.854983,1.251795,3
15424,'2025/11/30 17:48:53:730',62,-0.305399,2.717031,0.528611,-4.506573,7.387762,17.343145,0.730991,-1.467501,1.044502,3
15425,'2025/11/30 17:48:53:746',62,-0.305399,2.717031,0.528611,-4.506573,7.387762,17.343145,0.730991,-1.467501,1.044502,3
15426,'2025/11/30 17:48:53:763',62,-7.219853,-1.445699,0.880997,-7.000627,0.638389,-2.235618,0.428735,-1.293937,0.856876,3
15427,'2025/11/30 17:48:53:779',62,-7.219853,-1.445699,0.880997,-7.000627,0.638389,-2.235618,0.428735,-1.293937,0.856876,3
15428,'2025/11/30 17:48:53:797',62,-2.578169,-1.545533,-2.545273,-0.276,1.815214,-5.486475,0.51178,-1.131469,0.664943,3
15429,'2025/11/30 17:48:53:812',62,-2.578169,-1.545533,-2.545273,-0.276,1.815214,-5.486475,0.51178,-1.131469,0.664943,3
15430,'2025/11/30 17:48:53:829',62,-1.364795,0.739866,-0.549781,3.548097,-3.340552,-9.843871,0.800596,-1.176836,0.639809,3
15431,'2025/11/30 17:48:53:846',62,-1.364795,0.739866,-0.549781,3.548097,-3.340552,-9.843871,0.800596,-1.176836,0.639809,3
15432,'2025/11/30 17:48:53:862',62,0.182357,2.229155,-0.309932,2.106292,0.164708,-9.124268,1.155753,-1.154862,0.543007,3
15433,'2025/11/30 17:48:53:878',62,0.182357,2.229155,-0.309932,2.106292,0.164708,-9.124268,1.155753,-1.154862,0.543007,3
15434,'2025/11/30 17:48:53:895',62,1.791535,2.995531,-0.23297,3.357331,-1.217425,-3.330527,1.372528,-1.123186,0.516872,3
15435,'2025/11/30 17:48:53:912',62,1.791535,2.995531,-0.23297,3.357331,-1.217425,-3.330527,1.372528,-1.123186,0.516872,3
15436,'2025/11/30 17:48:53:928',62,3.748657,2.073902,0.196475,0.325887,1.972219,8.376899,1.310673,-1.585678,0.946175,3
15437,'2025/11/30 17:48:53:944',62,3.748657,2.073902,0.196475,0.325887,1.972219,8.376899,1.310673,-1.585678,0.946175,3
15438,'2025/11/30 17:48:53:962',62,1.480333,2.0589,0.611945,-5.069832,4.901411,16.841454,0.831629,-1.350527,0.855076,3
15439,'2025/11/30 17:48:53:979',62,1.480333,2.0589,0.611945,-5.069832,4.901411,16.841454,0.831629,-1.350527,0.855076,3
15440,'2025/11/30 17:48:53:995',62,-7.8303,-1.651612,0.197371,-6.107012,0.0695,-1.771078,0.453155,-1.226845,0.752809,3
15441,'2025/11/30 17:48:54:012',62,-7.8303,-1.651612,0.197371,-6.107012,0.0695,-1.771078,0.453155,-1.226845,0.752809,3
15442,'2025/11/30 17:48:54:030',62,-2.074113,-1.293682,-2.063232,-2.218294,3.51741,-6.476023,0.534314,-1.027424,0.513527,3
15443,'2025/11/30 17:48:54:045',62,-2.074113,-1.293682,-2.063232,-2.218294,3.51741,-6.476023,0.534314,-1.027424,0.513527,3
15444,'2025/11/30 17:48:54:062',62,-1.082161,0.571859,-1.01778,3.904345,-3.170034,-9.031785,0.789213,-0.970752,0.397507,3
15445,'2025/11/30 17:48:54:079',62,-1.082161,0.571859,-1.01778,3.904345,-3.170034,-9.031785,0.789213,-0.970752,0.397507,3
15446,'2025/11/30 17:48:54:095',62,0.748375,2.366583,-0.143218,2.205969,-0.856019,-7.908687,1.108763,-0.921519,0.230309,3
15447,'2025/11/30 17:48:54:112',62,0.748375,2.366583,-0.143218,2.205969,-0.856019,-7.908687,1.108763,-0.921519,0.230309,3
15448,'2025/11/30 17:48:54:128',62,2.958239,2.176408,-0.32053,3.932306,0.239193,-0.292254,1.272877,-0.87039,0.183658,3
15449,'2025/11/30 17:48:54:145',62,2.958239,2.176408,-0.32053,3.932306,0.239193,-0.292254,1.272877,-0.87039,0.183658,3
15450,'2025/11/30 17:48:54:161',62,3.525757,1.291372,0.59537,0.68169,2.738138,10.823749,1.141029,-1.326443,0.67894,3
15451,'2025/11/30 17:48:54:177',62,3.525757,1.291372,0.59537,0.68169,2.738138,10.823749,1.141029,-1.326443,0.67894,3
15452,'2025/11/30 17:48:54:195',62,-2.994934,0.421637,0.516334,-0.856869,1.064515,9.526865,0.700798,-1.325043,0.814825,3
15453,'2025/11/30 17:48:54:211',62,-2.994934,0.421637,0.516334,-0.856869,1.064515,9.526865,0.700798,-1.325043,0.814825,3
15454,'2025/11/30 17:48:54:230',62,-5.621127,-2.017085,0.151887,-2.059081,-1.91716,-6.124767,0.681271,-1.375293,0.780665,3
15455,'2025/11/30 17:48:54:244',62,-5.621127,-2.017085,0.151887,-2.059081,-1.91716,-6.124767,0.681271,-1.375293,0.780665,3
15456,'2025/11/30 17:48:54:261',62,-1.493247,-0.389859,-0.739895,-0.601444,1.745363,-8.999298,0.935565,-1.185963,0.578356,3
15457,'2025/11/30 17:48:54:278',62,-1.493247,-0.389859,-0.739895,-0.601444,1.745363,-8.999298,0.935565,-1.185963,0.578356,3
15458,'2025/11/30 17:48:54:294',62,0.229175,2.094254,-0.551511,2.472499,-1.539155,-8.693875,1.237152,-0.988491,0.337631,3
15459,'2025/11/30 17:48:54:314',62,0.229175,2.094254,-0.551511,2.472499,-1.539155,-8.693875,1.237152,-0.988491,0.337631,3
15460,'2025/11/30 17:48:54:329',62,1.540404,2.623808,-0.514793,4.244663,-0.196334,-4.570883,1.463608,-0.717311,0.03611,3
15461,'2025/11/30 17:48:54:346',62,1.540404,2.623808,-0.514793,4.244663,-0.196334,-4.570883,1.463608,-0.717311,0.03611,3
15462,'2025/11/30 17:48:54:362',62,3.474058,2.24434,0.557088,1.764238,0.070677,6.137987,1.460399,-2.107006,1.404939,3
15463,'2025/11/30 17:48:54:380',62,3.474058,2.24434,0.557088,1.764238,0.070677,6.137987,1.460399,-2.107006,1.404939,3
15464,'2025/11/30 17:48:54:396',62,1.647867,1.690053,0.718064,-4.618794,3.415908,14.620103,1.095718,-1.496769,0.862473,3
15465,'2025/11/30 17:48:54:412',62,1.647867,1.690053,0.718064,-4.618794,3.415908,14.620103,1.095718,-1.496769,0.862473,3
15466,'2025/11/30 17:48:54:428',62,-4.956408,-0.121957,0.107705,-3.620324,-1.011981,2.799863,0.700979,-1.357224,0.758387,3
15467,'2025/11/30 17:48:54:444',62,-4.956408,-0.121957,0.107705,-3.620324,-1.011981,2.799863,0.700979,-1.357224,0.758387,3
15468,'2025/11/30 17:48:54:462',62,-4.65326,-1.494265,-0.621679,-4.192323,2.927779,-6.668285,0.731431,-1.197771,0.535675,3
15469,'2025/11/30 17:48:54:477',62,-4.65326,-1.494265,-0.621679,-4.192323,2.927779,-6.668285,0.731431,-1.197771,0.535675,3
15470,'2025/11/30 17:48:54:497',62,-0.802732,0.085668,-1.392432,3.983299,-1.890139,-8.529295,0.967699,-1.013446,0.349612,3
15471,'2025/11/30 17:48:54:511',62,-0.802732,0.085668,-1.392432,3.983299,-1.890139,-8.529295,0.967699,-1.013446,0.349612,3
15472,'2025/11/30 17:48:54:528',62,0.056816,2.014817,-0.0659,3.278577,-1.96886,-8.632825,1.317574,-1.015969,0.248967,3
15473,'2025/11/30 17:48:54:546',62,0.056816,2.014817,-0.0659,3.278577,-1.96886,-8.632825,1.317574,-1.015969,0.248967,3
15474,'2025/11/30 17:48:54:563',62,2.337755,2.659993,0.006518,2.326189,-1.12604,-1.223761,1.497561,-0.825216,0.018052,3
15475,'2025/11/30 17:48:54:579',62,2.337755,2.659993,0.006518,2.326189,-1.12604,-1.223761,1.497561,-0.825216,0.018052,3
15476,'2025/11/30 17:48:54:597',62,3.422788,1.780083,0.411859,-0.693871,2.45298,10.611101,1.347747,-1.533636,0.734372,3
15477,'2025/11/30 17:48:54:612',62,3.422788,1.780083,0.411859,-0.693871,2.45298,10.611101,1.347747,-1.533636,0.734372,3
15478,'2025/11/30 17:48:54:630',62,0.378548,1.993349,0.073944,-1.827646,2.051289,15.330307,0.845254,-1.394728,0.705452,3
15479,'2025/11/30 17:48:54:645',62,0.378548,1.993349,0.073944,-1.827646,2.051289,15.330307,0.845254,-1.394728,0.705452,3
15480,'2025/11/30 17:48:54:661',62,-7.148822,-1.183861,0.206862,-1.859848,-2.217455,-2.951533,0.637371,-1.427338,0.709537,3
15481,'2025/11/30 17:48:54:680',62,-7.148822,-1.183861,0.206862,-1.859848,-2.217455,-2.951533,0.637371,-1.427338,0.709537,3
15482,'2025/11/30 17:48:54:697',62,-2.171938,-1.028173,-1.080378,-0.709023,1.533783,-9.412108,0.868832,-1.297292,0.538944,3
15483,'2025/11/30 17:48:54:712',62,-2.171938,-1.028173,-1.080378,-0.709023,1.533783,-9.412108,0.868832,-1.297292,0.538944,3
15484,'2025/11/30 17:48:54:727',62,-0.618046,1.020296,-0.736724,3.353614,-3.538375,-10.87659,1.232987,-1.272175,0.452963,3
15485,'2025/11/30 17:48:54:745',62,-0.618046,1.020296,-0.736724,3.353614,-3.538375,-10.87659,1.232987,-1.272175,0.452963,3
15486,'2025/11/30 17:48:54:761',62,0.45279,2.638944,-0.1858,2.109934,-1.531727,-8.680284,1.55002,-1.519816,0.615675,3
15487,'2025/11/30 17:48:54:777',62,0.45279,2.638944,-0.1858,2.109934,-1.531727,-8.680284,1.55002,-1.519816,0.615675,3
15488,'2025/11/30 17:48:54:797',62,3.728557,2.525476,-0.585675,2.831732,-0.564616,2.956795,1.441574,2.279381,3.063309,3
15489,'2025/11/30 17:48:54:812',62,3.728557,2.525476,-0.585675,2.831732,-0.564616,2.956795,1.441574,2.279381,3.063309,3
15490,'2025/11/30 17:48:54:827',62,3.399473,2.00825,0.459977,-2.951639,6.079536,14.813047,1.320119,-1.916904,1.055876,3
15491,'2025/11/30 17:48:54:844',62,3.399473,2.00825,0.459977,-2.951639,6.079536,14.813047,1.320119,-1.916904,1.055876,3
15492,'2025/11/30 17:48:54:862',62,-0.0835,2.784986,0.087031,-4.655746,5.313582,17.041084,0.808627,-1.403692,0.700478,3
15493,'2025/11/30 17:48:54:878',62,-0.0835,2.784986,0.087031,-4.655746,5.313582,17.041084,0.808627,-1.403692,0.700478,3
15494,'2025/11/30 17:48:54:897',62,-7.026865,-1.810059,-0.236035,-5.846231,1.346574,-4.493291,0.568436,-1.275615,0.55496,3
15495,'2025/11/30 17:48:54:913',62,-7.026865,-1.810059,-0.236035,-5.846231,1.346574,-4.493291,0.568436,-1.275615,0.55496,3
15496,'2025/11/30 17:48:54:928',62,-1.06029,-1.128504,-2.481174,1.309942,1.492155,-6.175863,0.715117,-1.044665,0.319023,3
15497,'2025/11/30 17:48:54:947',62,-1.06029,-1.128504,-2.481174,1.309942,1.492155,-6.175863,0.715117,-1.044665,0.319023,3
15498,'2025/11/30 17:48:54:961',62,-0.796291,0.565248,-0.698079,4.464163,-2.877679,-8.455427,0.957279,-1.073635,0.303441,3
15499,'2025/11/30 17:48:54:979',62,-0.796291,0.565248,-0.698079,4.464163,-2.877679,-8.455427,0.957279,-1.073635,0.303441,3
15500,'2025/11/30 17:48:54:995',62,0.812363,1.917237,0.067125,2.122057,-0.002636,-7.124451,1.266342,-1.015505,0.178667,3
15501,'2025/11/30 17:48:55:012',62,0.812363,1.917237,0.067125,2.122057,-0.002636,-7.124451,1.266342,-1.015505,0.178667,3
15502,'2025/11/30 17:48:55:028',62,2.912518,1.923692,0.244565,2.020224,-1.395337,1.532099,1.406465,-1.138904,0.277209,3
15503,'2025/11/30 17:48:55:044',62,2.912518,1.923692,0.244565,2.020224,-1.395337,1.532099,1.406465,-1.138904,0.277209,3
15504,'2025/11/30 17:48:55:063',62,2.988844,1.818373,0.504267,-2.670332,3.734562,12.347999,1.166091,-1.33208,0.518952,3
15505,'2025/11/30 17:48:55:078',62,2.988844,1.818373,0.504267,-2.670332,3.734562,12.347999,1.166091,-1.33208,0.518952,3
15506,'2025/11/30 17:48:55:095',62,-0.499192,2.446913,0.048811,-3.495276,3.444595,15.862451,0.704105,-1.247864,0.565232,3
15507,'2025/11/30 17:48:55:111',62,-0.499192,2.446913,0.048811,-3.495276,3.444595,15.862451,0.704105,-1.247864,0.565232,3
15508,'2025/11/30 17:48:55:130',62,-7.35627,-1.262089,-0.098844,-4.920373,1.667228,-4.473212,0.461365,-1.17524,0.501234,3
15509,'2025/11/30 17:48:55:146',62,-7.35627,-1.262089,-0.098844,-4.920373,1.667228,-4.473212,0.461365,-1.17524,0.501234,3
15510,'2025/11/30 17:48:55:162',62,0.023268,-1.399622,-2.305197,3.130226,0.278486,-4.874971,0.613148,-1.024063,0.337679,3
15511,'2025/11/30 17:48:55:180',62,0.023268,-1.399622,-2.305197,3.130226,0.278486,-4.874971,0.613148,-1.024063,0.337679,3
15512,'2025/11/30 17:48:55:197',62,-0.651274,0.407377,0.196382,3.753045,-2.521492,-7.155041,0.829972,-1.092234,0.365591,3
15513,'2025/11/30 17:48:55:211',62,-0.651274,0.407377,0.196382,3.753045,-2.521492,-7.155041,0.829972,-1.092234,0.365591,3
15514,'2025/11/30 17:48:55:228',62,0.52315,1.314521,0.462065,0.698719,-0.484835,-5.53597,1.073323,-1.064657,0.266668,3
15515,'2025/11/30 17:48:55:245',62,0.52315,1.314521,0.462065,0.698719,-0.484835,-5.53597,1.073323,-1.064657,0.266668,3
15516,'2025/11/30 17:48:55:263',62,2.238316,1.052604,0.185013,1.25031,-1.795748,0.695636,1.174093,-1.075287,0.24033,3
15517,'2025/11/30 17:48:55:278',62,2.238316,1.052604,0.185013,1.25031,-1.795748,0.695636,1.174093,-1.075287,0.24033,3
15518,'2025/11/30 17:48:55:296',62,2.118348,1.008677,0.319015,-0.582806,0.528188,6.876276,1.072625,-1.221465,0.37063,3
15519,'2025/11/30 17:48:55:311',62,2.118348,1.008677,0.319015,-0.582806,0.528188,6.876276,1.072625,-1.221465,0.37063,3
15520,'2025/11/30 17:48:55:328',62,0.215179,0.978298,0.421191,-2.448899,1.949514,9.10485,0.762584,-1.238251,0.46238,3
15521,'2025/11/30 17:48:55:344',62,0.215179,0.978298,0.421191,-2.448899,1.949514,9.10485,0.762584,-1.238251,0.46238,3
15522,'2025/11/30 17:48:55:361',62,-2.201117,-0.184049,0.207988,-4.433417,0.301059,2.098959,0.529691,-1.185436,0.408867,3
15523,'2025/11/30 17:48:55:379',62,-2.201117,-0.184049,0.207988,-4.433417,0.301059,2.098959,0.529691,-1.185436,0.408867,3
15524,'2025/11/30 17:48:55:396',62,-0.65486,-0.120889,-0.693055,-4.31934,2.958515,0.412877,0.451246,-1.070926,0.276307,3
15525,'2025/11/30 17:48:55:412',62,-0.65486,-0.120889,-0.693055,-4.31934,2.958515,0.412877,0.451246,-1.070926,0.276307,3
15526,'2025/11/30 17:48:55:430',62,0.051684,-0.172157,-0.540044,-1.572133,0.881132,0.773487,0.370306,-0.95196,0.198167,3
15527,'2025/11/30 17:48:55:446',62,0.051684,-0.172157,-0.540044,-1.572133,0.881132,0.773487,0.370306,-0.95196,0.198167,3
15528,'2025/11/30 17:48:55:461',62,-0.26284,-0.084316,-0.423762,0.627661,-1.262246,-0.577294,0.364154,-0.974601,0.193181,3
15529,'2025/11/30 17:48:55:481',62,-0.26284,-0.084316,-0.423762,0.627661,-1.262246,-0.577294,0.364154,-0.974601,0.193181,3
15530,'2025/11/30 17:48:55:498',62,0.082823,0.024175,-0.110116,-0.062181,-0.205492,-0.445354,0.38684,-0.997968,0.191541,3
15531,'2025/11/30 17:48:55:511',62,0.082823,0.024175,-0.110116,-0.062181,-0.205492,-0.445354,0.38684,-0.997968,0.191541,3
15532,'2025/11/30 17:48:55:532',62,0.228678,0.031856,-0.10266,-0.653412,1.084803,0.477774,0.377144,-0.973849,0.178341,3
15533,'2025/11/30 17:48:55:544',62,0.228678,0.031856,-0.10266,-0.653412,1.084803,0.477774,0.377144,-0.973849,0.178341,3
15534,'2025/11/30 17:48:55:563',62,0.139471,0.035279,0.032018,-0.589971,0.689985,0.746821,0.344497,-0.935335,0.172503,3
15535,'2025/11/30 17:48:55:579',62,0.139471,0.035279,0.032018,-0.589971,0.689985,0.746821,0.344497,-0.935335,0.172503,3
15536,'2025/11/30 17:48:55:597',62,0.065512,-0.020112,0.007462,0.074642,-0.747341,0.602296,0.320716,-0.938634,0.179406,3
15537,'2025/11/30 17:48:55:613',62,0.065512,-0.020112,0.007462,0.074642,-0.747341,0.602296,0.320716,-0.938634,0.179406,3
15538,'2025/11/30 17:48:55:631',62,0.108884,0.01189,0.075622,0.025081,-1.626626,0.945754,0.304012,-0.984212,0.195604,3
15539,'2025/11/30 17:48:55:647',62,0.108884,0.01189,0.075622,0.025081,-1.626626,0.945754,0.304012,-0.984212,0.195604,3
15540,'2025/11/30 17:48:55:661',62,0.056709,0.026661,-0.091191,-0.468852,0.579438,1.697556,0.262088,-1.006171,0.213646,3
15541,'2025/11/30 17:48:55:682',62,0.056709,0.026661,-0.091191,-0.468852,0.579438,1.697556,0.262088,-1.006171,0.213646,3
15542,'2025/11/30 17:48:55:697',62,-0.017365,0.041094,-0.259178,0.129125,0.689883,2.415931,0.19524,-0.981665,0.245486,3
15543,'2025/11/30 17:48:55:713',62,-0.017365,0.041094,-0.259178,0.129125,0.689883,2.415931,0.19524,-0.981665,0.245486,3
15544,'2025/11/30 17:48:55:731',62,-0.296231,-0.075531,-0.538181,2.270688,-0.795243,2.088722,0.154407,-0.995575,0.310844,3
15545,'2025/11/30 17:48:55:744',62,-0.296231,-0.075531,-0.538181,2.270688,-0.795243,2.088722,0.154407,-0.995575,0.310844,3
15546,'2025/11/30 17:48:55:763',62,-0.631086,-0.089529,-0.665573,5.941951,-1.955548,1.037037,0.181593,-1.068072,0.467378,3
15547,'2025/11/30 17:48:55:781',62,-0.631086,-0.089529,-0.665573,5.941951,-1.955548,1.037037,0.181593,-1.068072,0.467378,3
15548,'2025/11/30 17:48:55:796',62,-1.020167,-0.211622,-0.145394,6.516034,-4.888628,-1.702755,0.279808,-1.22498,0.683696,3
15549,'2025/11/30 17:48:55:812',62,-1.020167,-0.211622,-0.145394,6.516034,-4.888628,-1.702755,0.279808,-1.22498,0.683696,3
15550,'2025/11/30 17:48:55:828',62,-0.877691,-0.38887,0.496304,4.16163,-8.90137,-5.070008,0.420954,-1.48597,0.828208,3
15551,'2025/11/30 17:48:55:844',62,-0.877691,-0.38887,0.496304,4.16163,-8.90137,-5.070008,0.420954,-1.48597,0.828208,3
15552,'2025/11/30 17:48:55:862',62,-0.473153,0.355799,0.15136,1.047156,-9.2566,-7.20944,0.629649,-1.886511,0.967042,3
15553,'2025/11/30 17:48:55:881',62,-0.473153,0.355799,0.15136,1.047156,-9.2566,-7.20944,0.629649,-1.886511,0.967042,3
15554,'2025/11/30 17:48:55:894',62,-0.207581,1.402136,-0.168908,-3.54618,-5.56766,-6.882813,0.874872,-2.226452,1.079846,3
15555,'2025/11/30 17:48:55:914',62,-0.207581,1.402136,-0.168908,-3.54618,-5.56766,-6.882813,0.874872,-2.226452,1.079846,3
15556,'2025/11/30 17:48:55:928',62,0.324445,2.113988,-1.267157,-3.460911,-2.241973,-5.168758,1.094618,-2.383515,1.140843,3
15557,'2025/11/30 17:48:55:948',62,0.324445,2.113988,-1.267157,-3.460911,-2.241973,-5.168758,1.094618,-2.383515,1.140843,3
15558,'2025/11/30 17:48:55:963',62,1.674102,1.582075,-3.015373,5.567718,-1.534316,-0.610726,1.14717,-2.640396,1.353138,3
15559,'2025/11/30 17:48:55:977',62,1.674102,1.582075,-3.015373,5.567718,-1.534316,-0.610726,1.14717,-2.640396,1.353138,3
15560,'2025/11/30 17:48:55:998',62,0.81063,1.596959,-2.004345,13.382257,0.306265,2.597741,0.797063,-2.823429,1.521965,3
15561,'2025/11/30 17:48:56:013',62,0.81063,1.596959,-2.004345,13.382257,0.306265,2.597741,0.797063,-2.823429,1.521965,3
15562,'2025/11/30 17:48:56:031',62,-1.489755,0.573602,1.547621,9.231946,0.472246,-0.026195,0.42813,-2.821634,1.604216,3
15563,'2025/11/30 17:48:56:048',62,-1.489755,0.573602,1.547621,9.231946,0.472246,-0.026195,0.42813,-2.821634,1.604216,3
15564,'2025/11/30 17:48:56:061',62,-0.349519,-0.742325,3.566287,1.308688,-2.026572,-2.273685,0.272209,-2.91188,1.721012,3
15565,'2025/11/30 17:48:56:081',62,-0.349519,-0.742325,3.566287,1.308688,-2.026572,-2.273685,0.272209,-2.91188,1.721012,3
15566,'2025/11/30 17:48:56:097',62,0.697963,-0.093375,2.638065,-5.027403,-0.847795,-0.155318,0.354233,-2.967489,1.747342,3
15567,'2025/11/30 17:48:56:113',62,0.697963,-0.093375,2.638065,-5.027403,-0.847795,-0.155318,0.354233,-2.967489,1.747342,3
15568,'2025/11/30 17:48:56:130',62,0.095092,0.568881,1.0277,-7.765942,-0.480702,0.294594,0.547932,-2.971836,1.70645,3
15569,'2025/11/30 17:48:56:148',62,0.095092,0.568881,1.0277,-7.765942,-0.480702,0.294594,0.547932,-2.971836,1.70645,3
15570,'2025/11/30 17:48:56:163',62,-0.044402,1.215944,-2.143944,-4.862309,1.316993,0.308247,0.792613,-2.903126,1.626247,3
15571,'2025/11/30 17:48:56:181',62,-0.044402,1.215944,-2.143944,-4.862309,1.316993,0.308247,0.792613,-2.903126,1.626247,3
15572,'2025/11/30 17:48:56:197',62,0.71423,1.013099,-3.668756,6.598083,-0.375876,1.622637,0.751577,-2.870719,1.606416,3
15573,'2025/11/30 17:48:56:212',62,0.71423,1.013099,-3.668756,6.598083,-0.375876,1.622637,0.751577,-2.870719,1.606416,3
15574,'2025/11/30 17:48:56:231',62,0.237334,1.066171,-1.361096,7.621832,1.494121,1.952415,0.489354,-2.866961,1.606681,3
15575,'2025/11/30 17:48:56:246',62,0.237334,1.066171,-1.361096,7.621832,1.494121,1.952415,0.489354,-2.866961,1.606681,3
15576,'2025/11/30 17:48:56:262',62,-0.767308,-0.580104,3.505698,0.622117,1.054417,0.249063,0.323569,-2.812592,1.613463,3
15577,'2025/11/30 17:48:56:280',62,-0.767308,-0.580104,3.505698,0.622117,1.054417,0.249063,0.323569,-2.812592,1.613463,3
15578,'2025/11/30 17:48:56:296',62,-0.393184,-0.729674,2.579637,-3.053132,-1.370646,-0.77752,0.377117,-2.820771,1.608476,3
15579,'2025/11/30 17:48:56:312',62,-0.393184,-0.729674,2.579637,-3.053132,-1.370646,-0.77752,0.377117,-2.820771,1.608476,3
15580,'2025/11/30 17:48:56:330',62,-0.140461,0.398978,0.647069,-5.259035,-1.846833,-0.734904,0.527505,-2.876255,1.590339,3
15581,'2025/11/30 17:48:56:348',62,-0.140461,0.398978,0.647069,-5.259035,-1.846833,-0.734904,0.527505,-2.876255,1.590339,3
15582,'2025/11/30 17:48:56:362',62,-0.047253,1.04304,-1.722524,-3.958333,-0.540457,-0.210362,0.677747,-2.897576,1.563682,3
15583,'2025/11/30 17:48:56:380',62,-0.047253,1.04304,-1.722524,-3.958333,-0.540457,-0.210362,0.677747,-2.897576,1.563682,3
15584,'2025/11/30 17:48:56:397',62,0.282728,0.855481,-3.452047,3.558537,0.553929,0.692885,0.689935,-2.889176,1.556484,3
15585,'2025/11/30 17:48:56:413',62,0.282728,0.855481,-3.452047,3.558537,0.553929,0.692885,0.689935,-2.889176,1.556484,3
15586,'2025/11/30 17:48:56:427',62,-0.094902,0.686428,-1.150046,7.00601,1.941771,1.476019,0.47915,-2.852495,1.564118,3
15587,'2025/11/30 17:48:56:446',62,-0.094902,0.686428,-1.150046,7.00601,1.941771,1.476019,0.47915,-2.852495,1.564118,3
15588,'2025/11/30 17:48:56:462',62,-0.440608,-0.117448,2.551654,2.927843,0.423623,0.153966,0.317855,-2.819298,1.596084,3
15589,'2025/11/30 17:48:56:477',62,-0.440608,-0.117448,2.551654,2.927843,0.423623,0.153966,0.317855,-2.819298,1.596084,3
15590,'2025/11/30 17:48:56:499',62,-0.415068,-0.523279,3.198851,-3.492898,-0.583932,-0.66465,0.338333,-2.828803,1.600783,3
15591,'2025/11/30 17:48:56:513',62,-0.415068,-0.523279,3.198851,-3.492898,-0.583932,-0.66465,0.338333,-2.828803,1.600783,3
15592,'2025/11/30 17:48:56:529',62,-0.246099,0.231128,1.105505,-6.099494,-1.673064,-1.050913,0.51706,-2.854774,1.570826,3
15593,'2025/11/30 17:48:56:546',62,-0.246099,0.231128,1.105505,-6.099494,-1.673064,-1.050913,0.51706,-2.854774,1.570826,3
15594,'2025/11/30 17:48:56:565',62,-0.407743,0.873168,-0.424662,-6.212075,-1.967064,-1.398232,0.707093,-2.907295,1.558153,3
15595,'2025/11/30 17:48:56:581',62,-0.407743,0.873168,-0.424662,-6.212075,-1.967064,-1.398232,0.707093,-2.907295,1.558153,3
15596,'2025/11/30 17:48:56:594',62,0.215584,0.982763,-3.200022,0.617868,-0.177235,-0.253468,0.843697,-2.949478,1.569862,3
15597,'2025/11/30 17:48:56:613',62,0.215584,0.982763,-3.200022,0.617868,-0.177235,-0.253468,0.843697,-2.949478,1.569862,3
15598,'2025/11/30 17:48:56:631',62,0.547033,1.087055,-2.511586,8.206218,1.232694,2.137391,0.655431,-2.929455,1.567883,3
15599,'2025/11/30 17:48:56:648',62,0.547033,1.087055,-2.511586,8.206218,1.232694,2.137391,0.655431,-2.929455,1.567883,3
15600,'2025/11/30 17:48:56:663',62,-0.446799,0.496629,1.038582,5.623178,2.209799,1.071813,0.426847,-2.871149,1.572005,3
