@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute drumOut-1 numeric

@data
5264,'2025/12/01 11:32:02:993',9,-0.306333,0.135387,-0.338212,1.024068,-2.560736,-2.718686,0.648185,-1.404365,-1.974562,0.5
5265,'2025/12/01 11:32:03:006',9,-0.325184,0.184715,-0.404085,1.077662,-2.806564,-2.9952,0.749887,-1.51902,-1.941984,0.5
5266,'2025/12/01 11:32:03:026',9,-0.325184,0.184715,-0.404085,1.077662,-2.806564,-2.9952,0.749887,-1.51902,-1.941984,0.5
5267,'2025/12/01 11:32:03:040',9,-0.322738,0.209235,-0.469205,1.207331,-2.85685,-3.459084,0.862258,-1.663172,-1.880776,0.5
5268,'2025/12/01 11:32:03:059',9,-0.322738,0.209235,-0.469205,1.207331,-2.85685,-3.459084,0.862258,-1.663172,-1.880776,0.5
5269,'2025/12/01 11:32:03:073',9,-0.314749,0.293117,-0.466154,1.186884,-2.727971,-3.693256,0.961736,-1.816201,-1.792929,0.5
5270,'2025/12/01 11:32:03:093',9,-0.314749,0.293117,-0.466154,1.186884,-2.727971,-3.693256,0.961736,-1.816201,-1.792929,0.5
5271,'2025/12/01 11:32:03:107',9,-0.422419,0.341701,-0.486666,1.158246,-2.584334,-4.201429,1.075125,-2.049795,-1.627912,0.5
5272,'2025/12/01 11:32:03:126',9,-0.422419,0.341701,-0.486666,1.158246,-2.584334,-4.201429,1.075125,-2.049795,-1.627912,0.5
5273,'2025/12/01 11:32:03:142',9,-0.337949,0.423664,-0.47213,1.271794,-2.73879,-4.714265,1.173257,-2.414121,-1.327284,0.5
5274,'2025/12/01 11:32:03:159',9,-0.337949,0.423664,-0.47213,1.271794,-2.73879,-4.714265,1.173257,-2.414121,-1.327284,0.5
5275,'2025/12/01 11:32:03:174',9,-0.359011,0.51336,-0.441859,1.243828,-2.766049,-5.118397,1.211214,-2.872099,-0.924942,0.5
5276,'2025/12/01 11:32:03:193',9,-0.359011,0.51336,-0.441859,1.243828,-2.766049,-5.118397,1.211214,-2.872099,-0.924942,0.5
5277,'2025/12/01 11:32:03:207',9,-0.359011,0.51336,-0.441859,1.243828,-2.766049,-5.118397,1.211214,-2.872099,-0.924942,0.5
5278,'2025/12/01 11:32:03:225',9,-0.372819,0.603333,-0.445863,1.258047,-2.635897,-5.270433,1.165669,2.862287,-0.435824,0.5
5279,'2025/12/01 11:32:03:242',9,-0.352849,0.630859,-0.350816,1.041887,-3.002034,-5.414057,1.042914,2.469618,-0.107062,0.5
5280,'2025/12/01 11:32:03:259',9,-0.352849,0.630859,-0.350816,1.041887,-3.002034,-5.414057,1.042914,2.469618,-0.107062,0.5
5281,'2025/12/01 11:32:03:276',9,-0.434496,0.637398,-0.391071,0.9763,-3.149647,-5.566791,0.904762,2.237012,0.061706,0.5
5282,'2025/12/01 11:32:03:290',9,-0.434496,0.637398,-0.391071,0.9763,-3.149647,-5.566791,0.904762,2.237012,0.061706,0.5
5283,'2025/12/01 11:32:03:309',9,-0.485202,0.645546,-0.320059,0.781899,-3.1275,-5.543486,0.724047,2.044041,0.175123,0.5
5284,'2025/12/01 11:32:03:324',9,-0.485202,0.645546,-0.320059,0.781899,-3.1275,-5.543486,0.724047,2.044041,0.175123,0.5
5285,'2025/12/01 11:32:03:339',9,-0.51007,0.664434,-0.27648,0.426181,-2.950759,-5.919898,0.532278,1.89481,0.245156,0.5
5286,'2025/12/01 11:32:03:360',9,-0.51007,0.664434,-0.27648,0.426181,-2.950759,-5.919898,0.532278,1.89481,0.245156,0.5
5287,'2025/12/01 11:32:03:373',9,-0.545642,0.840522,-0.237015,-0.028073,-2.435141,-6.935865,0.34645,1.792291,0.295282,0.5
5288,'2025/12/01 11:32:03:393',9,-0.545642,0.840522,-0.237015,-0.028073,-2.435141,-6.935865,0.34645,1.792291,0.295282,0.5
5289,'2025/12/01 11:32:03:406',9,-0.143825,1.145741,-0.170056,-0.632137,-1.714968,-6.912762,0.103491,1.707445,0.35229,0.5
5290,'2025/12/01 11:32:03:426',9,-0.143825,1.145741,-0.170056,-0.632137,-1.714968,-6.912762,0.103491,1.707445,0.35229,0.5
5291,'2025/12/01 11:32:03:440',9,1.435194,1.275652,-0.323936,-0.207108,-2.433567,-3.045597,-0.080238,1.642537,0.392001,0.5
5292,'2025/12/01 11:32:03:457',9,1.435194,1.275652,-0.323936,-0.207108,-2.433567,-3.045597,-0.080238,1.642537,0.392001,0.5
5293,'2025/12/01 11:32:03:473',9,1.646622,1.45551,-0.359991,0.262396,-2.149257,1.25587,-0.103835,1.565203,0.389418,0.5
5294,'2025/12/01 11:32:03:492',9,1.646622,1.45551,-0.359991,0.262396,-2.149257,1.25587,-0.103835,1.565203,0.389418,0.5
5295,'2025/12/01 11:32:03:510',9,1.646622,1.45551,-0.359991,0.262396,-2.149257,1.25587,-0.103835,1.565203,0.389418,0.5
5296,'2025/12/01 11:32:03:526',9,1.646622,1.45551,-0.359991,0.262396,-2.149257,1.25587,-0.103835,1.565203,0.389418,0.5
5297,'2025/12/01 11:32:03:540',9,0.316851,2.006462,-0.169769,0.71126,-0.229526,7.143643,0.205289,1.489284,0.377935,0.5
5298,'2025/12/01 11:32:03:557',9,0.316851,2.006462,-0.169769,0.71126,-0.229526,7.143643,0.205289,1.489284,0.377935,0.5
5299,'2025/12/01 11:32:03:576',9,0.248717,2.419616,-0.091461,-0.768975,2.735879,10.464581,0.506189,1.524057,0.393735,0.5
5300,'2025/12/01 11:32:03:593',9,0.248717,2.419616,-0.091461,-0.768975,2.735879,10.464581,0.506189,1.524057,0.393735,0.5
5301,'2025/12/01 11:32:03:609',9,0.741388,3.297684,0.050235,-3.357444,3.30619,15.825036,0.894688,1.562012,0.486853,0.5
5302,'2025/12/01 11:32:03:623',9,0.741388,3.297684,0.050235,-3.357444,3.30619,15.825036,0.894688,1.562012,0.486853,0.5
5303,'2025/12/01 11:32:03:643',9,0.16568,5.089884,-0.576089,-4.361855,2.595404,22.304857,1.463002,0.154785,2.032138,0.5
5304,'2025/12/01 11:32:03:657',9,0.16568,5.089884,-0.576089,-4.361855,2.595404,22.304857,1.463002,0.154785,2.032138,0.5
5305,'2025/12/01 11:32:03:676',9,-4.224571,5.772713,-0.443067,-10.016711,12.873299,16.620422,0.764375,-1.046618,-2.796174,0.5
5306,'2025/12/01 11:32:03:690',9,-4.224571,5.772713,-0.443067,-10.016711,12.873299,16.620422,0.764375,-1.046618,-2.796174,0.5
5307,'2025/12/01 11:32:03:709',9,-5.402134,1.864843,-1.77236,-8.500249,3.904505,1.50223,0.325244,-0.624347,-2.918189,0.5
5308,'2025/12/01 11:32:03:726',9,-5.402134,1.864843,-1.77236,-8.500249,3.904505,1.50223,0.325244,-0.624347,-2.918189,0.5
5309,'2025/12/01 11:32:03:740',9,-1.580717,0.384238,-3.562278,6.132197,-8.941911,-1.574904,0.373481,-0.885034,-2.890894,0.5
5310,'2025/12/01 11:32:03:759',9,-1.580717,0.384238,-3.562278,6.132197,-8.941911,-1.574904,0.373481,-0.885034,-2.890894,0.5
5311,'2025/12/01 11:32:03:776',9,-0.736137,-0.081022,-0.215667,0.513791,3.05489,-0.201734,0.470578,-0.979693,-2.808827,0.5
5312,'2025/12/01 11:32:03:790',9,-0.736137,-0.081022,-0.215667,0.513791,3.05489,-0.201734,0.470578,-0.979693,-2.808827,0.5
5313,'2025/12/01 11:32:03:806',9,-0.736137,-0.081022,-0.215667,0.513791,3.05489,-0.201734,0.470578,-0.979693,-2.808827,0.5
5314,'2025/12/01 11:32:03:824',9,-0.230846,-0.379965,0.203257,-0.331009,1.493889,-0.05818,0.465611,-0.901623,-2.814301,0.5
5315,'2025/12/01 11:32:03:842',9,-0.107149,-0.378447,-0.061204,0.101458,0.785421,-0.49685,0.474176,-0.862728,-2.825011,0.5
5316,'2025/12/01 11:32:03:856',9,-0.107149,-0.378447,-0.061204,0.101458,0.785421,-0.49685,0.474176,-0.862728,-2.825011,0.5
5317,'2025/12/01 11:32:03:876',9,0.133157,-0.165239,0.066998,-0.077138,0.609931,0.034985,0.481149,-0.834199,-2.831525,0.5
5318,'2025/12/01 11:32:03:890',9,0.133157,-0.165239,0.066998,-0.077138,0.609931,0.034985,0.481149,-0.834199,-2.831525,0.5
5319,'2025/12/01 11:32:03:909',9,0.105544,-0.130164,0.02231,-0.035972,0.422992,0.316387,0.474956,-0.820636,-2.828411,0.5
5320,'2025/12/01 11:32:03:925',9,0.105544,-0.130164,0.02231,-0.035972,0.422992,0.316387,0.474956,-0.820636,-2.828411,0.5
5321,'2025/12/01 11:32:03:940',9,-0.069656,-0.055971,0.027326,0.127521,0.055168,0.123934,0.469924,-0.814738,-2.819933,0.5
5322,'2025/12/01 11:32:03:959',9,-0.069656,-0.055971,0.027326,0.127521,0.055168,0.123934,0.469924,-0.814738,-2.819933,0.5
5323,'2025/12/01 11:32:03:976',9,-0.078574,-0.002088,0.002817,0.18961,-0.063984,-0.048837,0.473903,-0.819721,-2.814485,0.5
5324,'2025/12/01 11:32:03:990',9,-0.078574,-0.002088,0.002817,0.18961,-0.063984,-0.048837,0.473903,-0.819721,-2.814485,0.5
5325,'2025/12/01 11:32:04:010',9,-0.022141,0.015236,0.013027,0.089753,0.172091,-0.053865,0.477874,-0.819357,-2.81237,0.5
5326,'2025/12/01 11:32:04:024',9,-0.022141,0.015236,0.013027,0.089753,0.172091,-0.053865,0.477874,-0.819357,-2.81237,0.5
5327,'2025/12/01 11:32:04:042',9,0.019987,0.028872,0.01477,0.018997,0.278062,-0.038216,0.480379,-0.810232,-2.811849,0.5
5328,'2025/12/01 11:32:04:059',9,0.019987,0.028872,0.01477,0.018997,0.278062,-0.038216,0.480379,-0.810232,-2.811849,0.5
5329,'2025/12/01 11:32:04:074',9,0.024283,0.033716,-0.010509,-0.007926,0.406894,-0.019716,0.481005,-0.79897,-2.812608,0.5
5330,'2025/12/01 11:32:04:091',9,0.024283,0.033716,-0.010509,-0.007926,0.406894,-0.019716,0.481005,-0.79897,-2.812608,0.5
5331,'2025/12/01 11:32:04:109',9,0.043102,0.050941,-0.022011,0.131434,0.300281,0.04071,0.481399,-0.787507,-2.811485,0.5
5332,'2025/12/01 11:32:04:124',9,0.043102,0.050941,-0.022011,0.131434,0.300281,0.04071,0.481399,-0.787507,-2.811485,0.5
5333,'2025/12/01 11:32:04:143',9,0.038927,0.056849,0.017836,0.225987,0.049855,0.087424,0.48459,-0.784023,-2.804703,0.5
5334,'2025/12/01 11:32:04:159',9,0.038927,0.056849,0.017836,0.225987,0.049855,0.087424,0.48459,-0.784023,-2.804703,0.5
5335,'2025/12/01 11:32:04:175',9,0.014915,0.032084,0.031213,0.157327,0.105597,0.122725,0.48704,-0.785959,-2.796381,0.5
5336,'2025/12/01 11:32:04:189',9,0.014915,0.032084,0.031213,0.157327,0.105597,0.122725,0.48704,-0.785959,-2.796381,0.5
5337,'2025/12/01 11:32:04:207',9,-0.005805,0.002333,0.044338,0.10763,0.042153,0.127353,0.48701,-0.786629,-2.789536,0.5
5338,'2025/12/01 11:32:04:226',9,-0.005805,0.002333,0.044338,0.10763,0.042153,0.127353,0.48701,-0.786629,-2.789536,0.5
5339,'2025/12/01 11:32:04:240',9,-0.030543,-0.017089,0.032742,0.074798,0.134269,0.096763,0.486599,-0.786455,-2.784352,0.5
5340,'2025/12/01 11:32:04:259',9,-0.030543,-0.017089,0.032742,0.074798,0.134269,0.096763,0.486599,-0.786455,-2.784352,0.5
5341,'2025/12/01 11:32:04:276',9,-0.030543,-0.017089,0.032742,0.074798,0.134269,0.096763,0.486599,-0.786455,-2.784352,0.5
5342,'2025/12/01 11:32:04:291',9,-0.019561,-0.024917,0.044368,-0.006832,0.165652,0.06122,0.485632,-0.782499,-2.781423,0.5
5343,'2025/12/01 11:32:04:308',9,0.000365,-0.020199,0.02891,-0.032078,0.1136,0.083164,0.483083,-0.777629,-2.780162,0.5
5344,'2025/12/01 11:32:04:325',9,0.000365,-0.020199,0.02891,-0.032078,0.1136,0.083164,0.483083,-0.777629,-2.780162,0.5
5345,'2025/12/01 11:32:04:342',9,-0.003269,-0.020912,0.02798,0.000373,-0.047563,0.0616,0.481244,-0.777451,-2.778569,0.5
5346,'2025/12/01 11:32:04:358',9,-0.003269,-0.020912,0.02798,0.000373,-0.047563,0.0616,0.481244,-0.777451,-2.778569,0.5
5347,'2025/12/01 11:32:04:376',9,-0.004643,-0.019453,0.012813,0.009211,-0.076629,0.045903,0.480188,-0.780751,-2.776902,0.5
5348,'2025/12/01 11:32:04:392',9,-0.004643,-0.019453,0.012813,0.009211,-0.076629,0.045903,0.480188,-0.780751,-2.776902,0.5
5349,'2025/12/01 11:32:04:409',9,-0.00846,-0.002149,0.002896,-0.022787,-0.003689,0.044107,0.478848,-0.782818,-2.775777,0.5
5350,'2025/12/01 11:32:04:423',9,-0.00846,-0.002149,0.002896,-0.022787,-0.003689,0.044107,0.478848,-0.782818,-2.775777,0.5
5351,'2025/12/01 11:32:04:441',9,-0.000106,0.006822,-0.002909,-0.022753,0.007801,0.058744,0.477368,-0.782674,-2.775187,0.5
5352,'2025/12/01 11:32:04:456',9,-0.000106,0.006822,-0.002909,-0.022753,0.007801,0.058744,0.477368,-0.782674,-2.775187,0.5
5353,'2025/12/01 11:32:04:476',9,-0.011484,-0.008166,-0.007298,-0.040117,-0.024502,0.053489,0.474978,-0.783344,-2.774556,0.5
5354,'2025/12/01 11:32:04:490',9,-0.011484,-0.008166,-0.007298,-0.040117,-0.024502,0.053489,0.474978,-0.783344,-2.774556,0.5
5355,'2025/12/01 11:32:04:509',9,-0.024164,-0.012522,-0.025185,-0.002743,0.012628,0.024963,0.473306,-0.783482,-2.774136,0.5
5356,'2025/12/01 11:32:04:523',9,-0.024164,-0.012522,-0.025185,-0.002743,0.012628,0.024963,0.473306,-0.783482,-2.774136,0.5
5357,'2025/12/01 11:32:04:543',9,-0.023501,-0.00241,-0.018722,0.035175,0.032204,-0.001547,0.473541,-0.783274,-2.773215,0.5
5358,'2025/12/01 11:32:04:557',9,-0.023501,-0.00241,-0.018722,0.035175,0.032204,-0.001547,0.473541,-0.783274,-2.773215,0.5
5359,'2025/12/01 11:32:04:575',9,-0.012886,0.005956,-0.008653,0.034264,0.056952,0.004851,0.474163,-0.78235,-2.772264,0.5
5360,'2025/12/01 11:32:04:590',9,-0.012886,0.005956,-0.008653,0.034264,0.056952,0.004851,0.474163,-0.78235,-2.772264,0.5
5361,'2025/12/01 11:32:04:610',9,-0.011947,0.007138,-0.00716,0.025571,0.055878,0.024136,0.474428,-0.781096,-2.770965,0.5
5362,'2025/12/01 11:32:04:624',9,-0.011947,0.007138,-0.00716,0.025571,0.055878,0.024136,0.474428,-0.781096,-2.770965,0.5
5363,'2025/12/01 11:32:04:644',9,-0.018677,0.003921,-0.01345,0.066963,0.029944,0.00978,0.475135,-0.780222,-2.769184,0.5
5364,'2025/12/01 11:32:04:657',9,-0.018677,0.003921,-0.01345,0.066963,0.029944,0.00978,0.475135,-0.780222,-2.769184,0.5
5365,'2025/12/01 11:32:04:677',9,-0.021869,-0.002379,0.000791,0.073582,0.008643,-0.011884,0.476853,-0.780492,-2.767438,0.5
5366,'2025/12/01 11:32:04:690',9,-0.021869,-0.002379,0.000791,0.073582,0.008643,-0.011884,0.476853,-0.780492,-2.767438,0.5
5367,'2025/12/01 11:32:04:709',9,-0.012507,0.000643,0.009282,0.035985,0.029753,-0.009143,0.478521,-0.780512,-2.766262,0.5
5368,'2025/12/01 11:32:04:726',9,-0.012507,0.000643,0.009282,0.035985,0.029753,-0.009143,0.478521,-0.780512,-2.766262,0.5
5369,'2025/12/01 11:32:04:742',9,-0.006238,-0.005894,0.003306,0.043877,-0.005614,-0.0145,0.479752,-0.780175,-2.765487,0.5
5370,'2025/12/01 11:32:04:759',9,-0.006238,-0.005894,0.003306,0.043877,-0.005614,-0.0145,0.479752,-0.780175,-2.765487,0.5
5371,'2025/12/01 11:32:04:776',9,-0.000303,-0.010197,0.004924,0.053291,-0.042036,-0.003025,0.481025,-0.781534,-2.76455,0.5
5372,'2025/12/01 11:32:04:791',9,-0.000303,-0.010197,0.004924,0.053291,-0.042036,-0.003025,0.481025,-0.781534,-2.76455,0.5
5373,'2025/12/01 11:32:04:807',9,-0.004075,-0.013934,0.000205,0.04379,-0.019437,0.003815,0.482094,-0.783054,-2.763237,0.5
5374,'2025/12/01 11:32:04:826',9,-0.004075,-0.013934,0.000205,0.04379,-0.019437,0.003815,0.482094,-0.783054,-2.763237,0.5
5375,'2025/12/01 11:32:04:840',9,-0.006225,-0.011123,0.002893,0.039223,-0.045117,0.005735,0.482976,-0.784636,-2.761944,0.5
5376,'2025/12/01 11:32:04:859',9,-0.006225,-0.011123,0.002893,0.039223,-0.045117,0.005735,0.482976,-0.784636,-2.761944,0.5
5377,'2025/12/01 11:32:04:876',9,-0.022758,-0.012621,-0.001076,0.02471,-0.023629,-0.016013,0.483731,-0.786288,-2.761147,0.5
5378,'2025/12/01 11:32:04:893',9,-0.022758,-0.012621,-0.001076,0.02471,-0.023629,-0.016013,0.483731,-0.786288,-2.761147,0.5
5379,'2025/12/01 11:32:04:907',9,-0.029395,-0.011167,-0.010581,0.021218,0.011705,-0.070185,0.485306,-0.786143,-2.761941,0.5
5380,'2025/12/01 11:32:04:926',9,-0.029395,-0.011167,-0.010581,0.021218,0.011705,-0.070185,0.485306,-0.786143,-2.761941,0.5
5381,'2025/12/01 11:32:04:943',9,-0.01326,-0.00382,-0.007174,0.037206,0.040432,-0.085262,0.488128,-0.784838,-2.763215,0.5
5382,'2025/12/01 11:32:04:957',9,-0.01326,-0.00382,-0.007174,0.037206,0.040432,-0.085262,0.488128,-0.784838,-2.763215,0.5
5383,'2025/12/01 11:32:04:975',9,0.003457,0.00531,0.009214,-0.018738,0.06996,-0.072452,0.489966,-0.782386,-2.764807,0.5
5384,'2025/12/01 11:32:04:993',9,0.003457,0.00531,0.009214,-0.018738,0.06996,-0.072452,0.489966,-0.782386,-2.764807,0.5
5385,'2025/12/01 11:32:05:009',9,0.021635,0.010405,-0.009605,-0.017366,0.013911,-0.039626,0.490743,-0.779469,-2.767108,0.5
5386,'2025/12/01 11:32:05:023',9,0.021635,0.010405,-0.009605,-0.017366,0.013911,-0.039626,0.490743,-0.779469,-2.767108,0.5
5387,'2025/12/01 11:32:05:043',9,0.022119,0.006053,-0.022752,0.003088,0.026233,0.001781,0.49112,-0.778517,-2.767825,0.5
5388,'2025/12/01 11:32:05:059',9,0.022119,0.006053,-0.022752,0.003088,0.026233,0.001781,0.49112,-0.778517,-2.767825,0.5
5389,'2025/12/01 11:32:05:076',9,0.021206,-0.000931,-0.036094,0.067869,-0.018551,0.032763,0.491402,-0.778842,-2.76662,0.5
5390,'2025/12/01 11:32:05:090',9,0.021206,-0.000931,-0.036094,0.067869,-0.018551,0.032763,0.491402,-0.778842,-2.76662,0.5
5391,'2025/12/01 11:32:05:109',9,0.007971,-0.00237,-0.024624,0.104387,-0.016902,0.05688,0.492539,-0.781531,-2.762739,0.5
5392,'2025/12/01 11:32:05:126',9,0.007971,-0.00237,-0.024624,0.104387,-0.016902,0.05688,0.492539,-0.781531,-2.762739,0.5
5393,'2025/12/01 11:32:05:142',9,-0.008142,-0.002103,-0.01046,0.097878,-0.021429,0.045452,0.493777,-0.784294,-2.758295,0.5
5394,'2025/12/01 11:32:05:157',9,-0.008142,-0.002103,-0.01046,0.097878,-0.021429,0.045452,0.493777,-0.784294,-2.758295,0.5
5395,'2025/12/01 11:32:05:174',9,-0.015144,-0.008677,-0.014398,0.110961,0.014716,0.024097,0.495255,-0.786,-2.755046,0.5
5396,'2025/12/01 11:32:05:191',9,-0.015144,-0.008677,-0.014398,0.110961,0.014716,0.024097,0.495255,-0.786,-2.755046,0.5
5397,'2025/12/01 11:32:05:206',9,-0.015708,-0.007913,0.003121,0.099486,0.060939,0.009952,0.497494,-0.786283,-2.751436,0.5
5398,'2025/12/01 11:32:05:226',9,-0.015708,-0.007913,0.003121,0.099486,0.060939,0.009952,0.497494,-0.786283,-2.751436,0.5
5399,'2025/12/01 11:32:05:240',9,-0.014838,-0.002016,0.011718,0.062178,0.028194,-0.004466,0.499291,-0.785664,-2.749365,0.5
5400,'2025/12/01 11:32:05:260',9,-0.014838,-0.002016,0.011718,0.062178,0.028194,-0.004466,0.499291,-0.785664,-2.749365,0.5
5401,'2025/12/01 11:32:05:276',9,-0.007552,-0.000495,-0.003118,0.067377,0.040965,0.000669,0.500816,-0.785231,-2.747724,0.5
5402,'2025/12/01 11:32:05:293',9,-0.007552,-0.000495,-0.003118,0.067377,0.040965,0.000669,0.500816,-0.785231,-2.747724,0.5
5403,'2025/12/01 11:32:05:309',9,-0.002662,0.001749,0.004196,0.09093,0.001766,0.024347,0.502279,-0.785725,-2.745488,0.5
5404,'2025/12/01 11:32:06:143',10,-0.175747,0.11359,-0.045661,1.097112,-0.503813,-2.832231,1.299857,2.007495,0.464832,0.5
5405,'2025/12/01 11:32:06:158',10,-0.175747,0.11359,-0.045661,1.097112,-0.503813,-2.832231,1.299857,2.007495,0.464832,0.5
5406,'2025/12/01 11:32:06:176',10,-0.22391,0.146425,-0.113443,1.307542,-0.746297,-3.228337,1.186466,1.971849,0.48007,0.5
5407,'2025/12/01 11:32:06:192',10,-0.22391,0.146425,-0.113443,1.307542,-0.746297,-3.228337,1.186466,1.971849,0.48007,0.5
5408,'2025/12/01 11:32:06:209',10,-0.22391,0.146425,-0.113443,1.307542,-0.746297,-3.228337,1.186466,1.971849,0.48007,0.5
5409,'2025/12/01 11:32:06:225',10,-0.238393,0.182979,-0.147313,1.588516,-1.148984,-3.609842,1.056516,1.939919,0.476897,0.5
5410,'2025/12/01 11:32:06:240',10,-0.14541,0.24837,-0.14187,1.560218,-0.890417,-3.587537,0.938271,1.919763,0.464235,0.5
5411,'2025/12/01 11:32:06:259',10,-0.14541,0.24837,-0.14187,1.560218,-0.890417,-3.587537,0.938271,1.919763,0.464235,0.5
5412,'2025/12/01 11:32:06:276',10,-0.131353,0.263111,-0.100734,1.472355,-1.031527,-3.590714,0.803942,1.897364,0.452194,0.5
5413,'2025/12/01 11:32:06:292',10,-0.131353,0.263111,-0.100734,1.472355,-1.031527,-3.590714,0.803942,1.897364,0.452194,0.5
5414,'2025/12/01 11:32:06:310',10,-0.145111,0.280378,-0.109861,1.406901,-0.828062,-3.72483,0.666228,1.871816,0.439586,0.5
5415,'2025/12/01 11:32:06:326',10,-0.145111,0.280378,-0.109861,1.406901,-0.828062,-3.72483,0.666228,1.871816,0.439586,0.5
5416,'2025/12/01 11:32:06:342',10,-0.103903,0.307562,-0.069511,1.146283,-0.625592,-3.625461,0.548543,1.854825,0.43241,0.5
5417,'2025/12/01 11:32:06:359',10,-0.103903,0.307562,-0.069511,1.146283,-0.625592,-3.625461,0.548543,1.854825,0.43241,0.5
5418,'2025/12/01 11:32:06:376',10,-0.022515,0.31229,-0.012285,0.853369,-0.780109,-3.339447,0.420907,1.831378,0.43119,0.5
5419,'2025/12/01 11:32:06:391',10,-0.022515,0.31229,-0.012285,0.853369,-0.780109,-3.339447,0.420907,1.831378,0.43119,0.5
5420,'2025/12/01 11:32:06:409',10,0.004921,0.255189,-0.012771,0.468291,-0.572904,-2.869995,0.310156,1.806562,0.435699,0.5
5421,'2025/12/01 11:32:06:425',10,0.004921,0.255189,-0.012771,0.468291,-0.572904,-2.869995,0.310156,1.806562,0.435699,0.5
5422,'2025/12/01 11:32:06:443',10,-0.024913,0.260104,-0.045774,0.487378,-0.876943,-2.667159,0.213364,1.780877,0.442714,0.5
5423,'2025/12/01 11:32:06:457',10,-0.024913,0.260104,-0.045774,0.487378,-0.876943,-2.667159,0.213364,1.780877,0.442714,0.5
5424,'2025/12/01 11:32:06:474',10,0.041804,0.254605,-0.000822,0.402499,-0.874082,-2.447681,0.134958,1.753577,0.443169,0.5
5425,'2025/12/01 11:32:06:493',10,0.041804,0.254605,-0.000822,0.402499,-0.874082,-2.447681,0.134958,1.753577,0.443169,0.5
5426,'2025/12/01 11:32:06:506',10,0.041804,0.254605,-0.000822,0.402499,-0.874082,-2.447681,0.134958,1.753577,0.443169,0.5
5427,'2025/12/01 11:32:06:526',10,0.126972,0.312246,0.085102,0.076778,-1.049303,-1.841502,0.059366,1.72071,0.448812,0.5
5428,'2025/12/01 11:32:06:541',10,0.126972,0.312246,0.085102,0.076778,-1.049303,-1.841502,0.059366,1.72071,0.448812,0.5
5429,'2025/12/01 11:32:06:559',10,0.107429,0.33385,0.022045,0.02862,-1.329013,-1.41053,0.003391,1.679398,0.454916,0.5
5430,'2025/12/01 11:32:06:573',10,0.107429,0.33385,0.022045,0.02862,-1.329013,-1.41053,0.003391,1.679398,0.454916,0.5
5431,'2025/12/01 11:32:06:593',10,0.107429,0.33385,0.022045,0.02862,-1.329013,-1.41053,0.003391,1.679398,0.454916,0.5
5432,'2025/12/01 11:32:06:609',10,0.107429,0.33385,0.022045,0.02862,-1.329013,-1.41053,0.003391,1.679398,0.454916,0.5
5433,'2025/12/01 11:32:06:625',10,0.107429,0.33385,0.022045,0.02862,-1.329013,-1.41053,0.003391,1.679398,0.454916,0.5
5434,'2025/12/01 11:32:06:643',10,0.107429,0.33385,0.022045,0.02862,-1.329013,-1.41053,0.003391,1.679398,0.454916,0.5
5435,'2025/12/01 11:32:06:659',10,0.291153,0.644978,-0.008616,-1.183032,-0.002208,1.375931,-0.031846,1.579951,0.483757,0.5
5436,'2025/12/01 11:32:06:676',10,0.291153,0.644978,-0.008616,-1.183032,-0.002208,1.375931,-0.031846,1.579951,0.483757,0.5
5437,'2025/12/01 11:32:06:692',10,0.290598,0.809583,-0.116718,-1.887363,0.636175,2.462634,0.025971,1.591133,0.530981,0.5
5438,'2025/12/01 11:32:06:710',10,0.290598,0.809583,-0.116718,-1.887363,0.636175,2.462634,0.025971,1.591133,0.530981,0.5
5439,'2025/12/01 11:32:06:726',10,0.290598,0.809583,-0.116718,-1.887363,0.636175,2.462634,0.025971,1.591133,0.530981,0.5
5440,'2025/12/01 11:32:06:742',10,0.303652,0.950684,-0.293597,-1.442263,0.28005,3.997969,0.139012,1.606306,0.587789,0.5
5441,'2025/12/01 11:32:06:758',10,0.303652,0.950684,-0.293597,-1.442263,0.28005,3.997969,0.139012,1.606306,0.587789,0.5
5442,'2025/12/01 11:32:06:774',10,0.303652,0.950684,-0.293597,-1.442263,0.28005,3.997969,0.139012,1.606306,0.587789,0.5
5443,'2025/12/01 11:32:06:793',10,0.303652,0.950684,-0.293597,-1.442263,0.28005,3.997969,0.139012,1.606306,0.587789,0.5
5444,'2025/12/01 11:32:06:809',10,0.244144,1.737117,-0.161998,-3.895585,1.65402,8.523139,0.533605,1.594901,0.728112,0.5
5445,'2025/12/01 11:32:06:825',10,0.325206,2.182027,-0.32719,-5.054749,2.803746,10.758928,0.863477,1.538003,0.930505,0.5
5446,'2025/12/01 11:32:06:843',10,0.325206,2.182027,-0.32719,-5.054749,2.803746,10.758928,0.863477,1.538003,0.930505,0.5
5447,'2025/12/01 11:32:06:859',10,0.325206,2.182027,-0.32719,-5.054749,2.803746,10.758928,0.863477,1.538003,0.930505,0.5
5448,'2025/12/01 11:32:06:876',10,0.325206,2.182027,-0.32719,-5.054749,2.803746,10.758928,0.863477,1.538003,0.930505,0.5
