@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute drumOut-1 numeric

@data
16871,'2025/12/01 11:49:58:974',62,0.08632,0.05988,-0.509261,1.042415,0.132532,0.569575,0.353968,-2.845107,-0.937835,0.75
16872,'2025/12/01 11:49:58:994',62,0.171259,0.120686,-0.756375,2.777926,0.459468,0.857951,0.295245,-2.830766,-0.943835,0.75
16873,'2025/12/01 11:49:59:010',62,0.171259,0.120686,-0.756375,2.777926,0.459468,0.857951,0.295245,-2.830766,-0.943835,0.75
16874,'2025/12/01 11:49:59:027',62,0.171259,0.120686,-0.756375,2.777926,0.459468,0.857951,0.295245,-2.830766,-0.943835,0.75
16875,'2025/12/01 11:49:59:044',62,-0.14395,0.062924,-0.295566,3.868226,-0.607948,0.390198,0.17276,-2.841605,-0.926982,0.75
16876,'2025/12/01 11:49:59:058',62,-0.2486,-0.033454,0.356133,2.998245,-0.155883,-0.164813,0.052401,-2.859456,-0.896567,0.75
16877,'2025/12/01 11:49:59:077',62,-0.2486,-0.033454,0.356133,2.998245,-0.155883,-0.164813,0.052401,-2.859456,-0.896567,0.75
16878,'2025/12/01 11:49:59:093',62,-0.296035,-0.075169,1.11827,1.224734,-0.461879,-0.765145,-0.005314,-2.867461,-0.863932,0.75
16879,'2025/12/01 11:49:59:109',62,-0.296035,-0.075169,1.11827,1.224734,-0.461879,-0.765145,-0.005314,-2.867461,-0.863932,0.75
16880,'2025/12/01 11:49:59:126',62,-0.296035,-0.075169,1.11827,1.224734,-0.461879,-0.765145,-0.005314,-2.867461,-0.863932,0.75
16881,'2025/12/01 11:49:59:143',62,-0.296035,-0.075169,1.11827,1.224734,-0.461879,-0.765145,-0.005314,-2.867461,-0.863932,0.75
16882,'2025/12/01 11:49:59:160',62,-0.296035,-0.075169,1.11827,1.224734,-0.461879,-0.765145,-0.005314,-2.867461,-0.863932,0.75
16883,'2025/12/01 11:49:59:174',62,-0.296035,-0.075169,1.11827,1.224734,-0.461879,-0.765145,-0.005314,-2.867461,-0.863932,0.75
16884,'2025/12/01 11:49:59:190',62,-0.296035,-0.075169,1.11827,1.224734,-0.461879,-0.765145,-0.005314,-2.867461,-0.863932,0.75
16885,'2025/12/01 11:49:59:211',62,-0.162547,0.243481,0.67982,-4.327842,-1.394663,-0.556548,0.185957,-2.966313,-0.848477,0.75
16886,'2025/12/01 11:49:59:226',62,-0.162547,0.243481,0.67982,-4.327842,-1.394663,-0.556548,0.185957,-2.966313,-0.848477,0.75
16887,'2025/12/01 11:49:59:241',62,-0.162547,0.243481,0.67982,-4.327842,-1.394663,-0.556548,0.185957,-2.966313,-0.848477,0.75
16888,'2025/12/01 11:49:59:259',62,-0.162547,0.243481,0.67982,-4.327842,-1.394663,-0.556548,0.185957,-2.966313,-0.848477,0.75
16889,'2025/12/01 11:49:59:274',62,-0.162547,0.243481,0.67982,-4.327842,-1.394663,-0.556548,0.185957,-2.966313,-0.848477,0.75
16890,'2025/12/01 11:49:59:291',62,-0.162547,0.243481,0.67982,-4.327842,-1.394663,-0.556548,0.185957,-2.966313,-0.848477,0.75
16891,'2025/12/01 11:49:59:310',62,-0.162547,0.243481,0.67982,-4.327842,-1.394663,-0.556548,0.185957,-2.966313,-0.848477,0.75
16892,'2025/12/01 11:49:59:325',62,-0.162547,0.243481,0.67982,-4.327842,-1.394663,-0.556548,0.185957,-2.966313,-0.848477,0.75
16893,'2025/12/01 11:49:59:344',62,-0.162547,0.243481,0.67982,-4.327842,-1.394663,-0.556548,0.185957,-2.966313,-0.848477,0.75
16894,'2025/12/01 11:49:59:359',62,-0.162547,0.243481,0.67982,-4.327842,-1.394663,-0.556548,0.185957,-2.966313,-0.848477,0.75
16895,'2025/12/01 11:49:59:375',62,0.358836,0.643026,-1.308634,5.709918,0.021237,1.922682,0.593027,-2.721683,-0.926691,0.75
16896,'2025/12/01 11:49:59:393',62,0.358836,0.643026,-1.308634,5.709918,0.021237,1.922682,0.593027,-2.721683,-0.926691,0.75
16897,'2025/12/01 11:49:59:408',62,0.358836,0.643026,-1.308634,5.709918,0.021237,1.922682,0.593027,-2.721683,-0.926691,0.75
16898,'2025/12/01 11:49:59:428',62,0.358836,0.643026,-1.308634,5.709918,0.021237,1.922682,0.593027,-2.721683,-0.926691,0.75
16899,'2025/12/01 11:49:59:444',62,0.358836,0.643026,-1.308634,5.709918,0.021237,1.922682,0.593027,-2.721683,-0.926691,0.75
16900,'2025/12/01 11:49:59:458',62,0.358836,0.643026,-1.308634,5.709918,0.021237,1.922682,0.593027,-2.721683,-0.926691,0.75
16901,'2025/12/01 11:49:59:477',62,0.358836,0.643026,-1.308634,5.709918,0.021237,1.922682,0.593027,-2.721683,-0.926691,0.75
16902,'2025/12/01 11:49:59:493',62,0.358836,0.643026,-1.308634,5.709918,0.021237,1.922682,0.593027,-2.721683,-0.926691,0.75
16903,'2025/12/01 11:49:59:511',62,0.358836,0.643026,-1.308634,5.709918,0.021237,1.922682,0.593027,-2.721683,-0.926691,0.75
16904,'2025/12/01 11:49:59:526',62,-0.216059,-0.109514,2.321768,-1.393564,0.212081,-0.408294,0.191613,-2.801594,-0.797145,0.75
16905,'2025/12/01 11:49:59:541',62,-0.216059,-0.109514,2.321768,-1.393564,0.212081,-0.408294,0.191613,-2.801594,-0.797145,0.75
16906,'2025/12/01 11:49:59:560',62,0.040033,0.62209,-0.241708,-5.942913,0.900273,-0.233341,0.607356,-2.767701,-0.917564,0.75
16907,'2025/12/01 11:49:59:576',62,0.040033,0.62209,-0.241708,-5.942913,0.900273,-0.233341,0.607356,-2.767701,-0.917564,0.75
16908,'2025/12/01 11:49:59:593',62,0.316959,0.661225,-1.63072,-3.862366,2.090716,0.149604,0.776313,-2.651453,-1.011777,0.75
16909,'2025/12/01 11:49:59:608',62,0.316959,0.661225,-1.63072,-3.862366,2.090716,0.149604,0.776313,-2.651453,-1.011777,0.75
16910,'2025/12/01 11:49:59:627',62,0.758135,0.560768,-2.045974,0.934291,1.754287,1.541163,0.805686,-2.550422,-1.070905,0.75
16911,'2025/12/01 11:49:59:641',62,0.758135,0.560768,-2.045974,0.934291,1.754287,1.541163,0.805686,-2.550422,-1.070905,0.75
16912,'2025/12/01 11:49:59:660',62,0.758135,0.560768,-2.045974,0.934291,1.754287,1.541163,0.805686,-2.550422,-1.070905,0.75
16913,'2025/12/01 11:49:59:676',62,0.279641,0.559179,-1.427387,5.193099,1.647993,2.67082,0.659636,-2.492262,-1.066885,0.75
16914,'2025/12/01 11:49:59:693',62,0.279641,0.559179,-1.427387,5.193099,1.647993,2.67082,0.659636,-2.492262,-1.066885,0.75
16915,'2025/12/01 11:49:59:710',62,-0.64339,0.07232,-0.145416,5.878289,0.926176,1.286556,0.48735,-2.482257,-1.004145,0.75
16916,'2025/12/01 11:49:59:724',62,-0.62317,-0.28751,1.795991,3.276065,-0.302135,-0.116111,0.340313,-2.51697,-0.90388,0.75
16917,'2025/12/01 11:49:59:743',62,-0.62317,-0.28751,1.795991,3.276065,-0.302135,-0.116111,0.340313,-2.51697,-0.90388,0.75
16918,'2025/12/01 11:49:59:758',62,-0.353739,-0.248635,2.138797,-1.456501,-0.786916,-0.771116,0.324392,-2.547337,-0.87193,0.75
16919,'2025/12/01 11:49:59:777',62,-0.353739,-0.248635,2.138797,-1.456501,-0.786916,-0.771116,0.324392,-2.547337,-0.87193,0.75
16920,'2025/12/01 11:49:59:792',62,-0.353739,-0.248635,2.138797,-1.456501,-0.786916,-0.771116,0.324392,-2.547337,-0.87193,0.75
16921,'2025/12/01 11:49:59:811',62,-0.12868,0.209137,1.033588,-4.201316,-0.889845,-1.045199,0.4302,-2.562614,-0.905932,0.75
16922,'2025/12/01 11:49:59:824',62,-0.08934,0.519446,0.253071,-5.18989,-1.131465,-1.085815,0.566526,-2.568479,-0.961082,0.75
16923,'2025/12/01 11:49:59:841',62,-0.08934,0.519446,0.253071,-5.18989,-1.131465,-1.085815,0.566526,-2.568479,-0.961082,0.75
16924,'2025/12/01 11:49:59:860',62,0.07833,0.803203,-0.47204,-5.62718,-0.020658,-0.699752,0.748059,-2.525186,-1.066997,0.75
16925,'2025/12/01 11:49:59:877',62,0.07833,0.803203,-0.47204,-5.62718,-0.020658,-0.699752,0.748059,-2.525186,-1.066997,0.75
16926,'2025/12/01 11:49:59:894',62,0.07833,0.803203,-0.47204,-5.62718,-0.020658,-0.699752,0.748059,-2.525186,-1.066997,0.75
16927,'2025/12/01 11:49:59:910',62,0.07833,0.803203,-0.47204,-5.62718,-0.020658,-0.699752,0.748059,-2.525186,-1.066997,0.75
16928,'2025/12/01 11:49:59:926',62,0.07833,0.803203,-0.47204,-5.62718,-0.020658,-0.699752,0.748059,-2.525186,-1.066997,0.75
16929,'2025/12/01 11:49:59:944',62,0.07833,0.803203,-0.47204,-5.62718,-0.020658,-0.699752,0.748059,-2.525186,-1.066997,0.75
16930,'2025/12/01 11:49:59:959',62,0.572015,0.695931,-1.898462,-1.412257,0.606313,0.379882,0.863786,-2.431929,-1.178517,0.75
16931,'2025/12/01 11:49:59:977',62,0.572015,0.695931,-1.898462,-1.412257,0.606313,0.379882,0.863786,-2.431929,-1.178517,0.75
16932,'2025/12/01 11:49:59:991',62,0.572015,0.695931,-1.898462,-1.412257,0.606313,0.379882,0.863786,-2.431929,-1.178517,0.75
16933,'2025/12/01 11:50:00:010',62,0.701141,0.596338,-1.861463,3.620836,0.83887,2.164965,0.809175,-2.406089,-1.184052,0.75
16934,'2025/12/01 11:50:00:027',62,-0.161706,0.293247,-0.879762,6.583284,0.713089,1.87032,0.619167,-2.424329,-1.101181,0.75
16935,'2025/12/01 11:50:00:041',62,-0.567597,-0.207803,1.236917,5.244699,-1.312325,0.303031,0.422063,-2.507842,-0.968817,0.75
16936,'2025/12/01 11:50:00:058',62,-0.567597,-0.207803,1.236917,5.244699,-1.312325,0.303031,0.422063,-2.507842,-0.968817,0.75
16937,'2025/12/01 11:50:00:075',62,-0.423861,-0.302663,2.198262,0.353762,-0.626012,-0.465745,0.353845,-2.557316,-0.913896,0.75
16938,'2025/12/01 11:50:00:094',62,-0.186444,0.314728,0.519101,-4.479753,-1.35987,-1.184116,0.558492,-2.588757,-0.974253,0.75
16939,'2025/12/01 11:50:00:108',62,-0.186444,0.314728,0.519101,-4.479753,-1.35987,-1.184116,0.558492,-2.588757,-0.974253,0.75
16940,'2025/12/01 11:50:00:126',62,-0.186444,0.314728,0.519101,-4.479753,-1.35987,-1.184116,0.558492,-2.588757,-0.974253,0.75
16941,'2025/12/01 11:50:00:143',62,-0.065904,0.607432,0.037874,-5.418763,-1.0286,-1.008672,0.725213,-2.59391,-1.042388,0.75
16942,'2025/12/01 11:50:00:159',62,-0.065904,0.607432,0.037874,-5.418763,-1.0286,-1.008672,0.725213,-2.59391,-1.042388,0.75
16943,'2025/12/01 11:50:00:177',62,0.195189,0.786198,-0.707557,-5.158169,-0.266726,-0.461219,0.876633,-2.541141,-1.142145,0.75
16944,'2025/12/01 11:50:00:193',62,0.456674,0.656054,-1.662569,-1.377985,0.211339,0.56847,0.977204,-2.44122,-1.268037,0.75
16945,'2025/12/01 11:50:00:208',62,0.456674,0.656054,-1.662569,-1.377985,0.211339,0.56847,0.977204,-2.44122,-1.268037,0.75
16946,'2025/12/01 11:50:00:227',62,0.526988,0.479953,-1.678735,3.689578,1.18594,2.047983,0.910605,-2.406056,-1.277545,0.75
16947,'2025/12/01 11:50:00:241',62,0.526988,0.479953,-1.678735,3.689578,1.18594,2.047983,0.910605,-2.406056,-1.277545,0.75
16948,'2025/12/01 11:50:00:261',62,0.526988,0.479953,-1.678735,3.689578,1.18594,2.047983,0.910605,-2.406056,-1.277545,0.75
16949,'2025/12/01 11:50:00:277',62,-0.041363,0.281285,-0.842548,6.229737,0.680938,2.074198,0.753665,-2.430172,-1.198766,0.75
16950,'2025/12/01 11:50:00:294',62,-0.041363,0.281285,-0.842548,6.229737,0.680938,2.074198,0.753665,-2.430172,-1.198766,0.75
16951,'2025/12/01 11:50:00:310',62,-0.437088,-0.037613,0.679065,5.621079,-1.072775,0.907671,0.549842,-2.516045,-1.079571,0.75
16952,'2025/12/01 11:50:00:326',62,-0.437088,-0.037613,0.679065,5.621079,-1.072775,0.907671,0.549842,-2.516045,-1.079571,0.75
16953,'2025/12/01 11:50:00:343',62,-0.437088,-0.037613,0.679065,5.621079,-1.072775,0.907671,0.549842,-2.516045,-1.079571,0.75
16954,'2025/12/01 11:50:00:359',62,-0.452632,-0.24205,1.496429,1.834686,-0.355624,-0.043324,0.428036,-2.576018,-1.005894,0.75
16955,'2025/12/01 11:50:00:375',62,-0.452632,-0.24205,1.496429,1.834686,-0.355624,-0.043324,0.428036,-2.576018,-1.005894,0.75
16956,'2025/12/01 11:50:00:394',62,-0.292909,-0.041867,0.68812,-3.279201,0.022215,-1.317336,0.530275,-2.574775,-1.015993,0.75
16957,'2025/12/01 11:50:00:409',62,-0.292909,-0.041867,0.68812,-3.279201,0.022215,-1.317336,0.530275,-2.574775,-1.015993,0.75
16958,'2025/12/01 11:50:00:426',62,-0.181105,0.163312,0.15651,-3.25733,-0.867811,-1.754358,0.657908,-2.576818,-1.036719,0.75
16959,'2025/12/01 11:50:00:443',62,-0.181105,0.163312,0.15651,-3.25733,-0.867811,-1.754358,0.657908,-2.576818,-1.036719,0.75
16960,'2025/12/01 11:50:00:457',62,-0.181105,0.163312,0.15651,-3.25733,-0.867811,-1.754358,0.657908,-2.576818,-1.036719,0.75
16961,'2025/12/01 11:50:00:476',62,0.001755,0.370498,-0.207648,-3.192029,-1.002368,-1.665226,0.766373,-2.602518,-1.043955,0.75
16962,'2025/12/01 11:50:00:493',62,0.282038,0.612875,-0.748303,-3.160895,0.176611,-1.235381,0.892312,-2.603304,-1.065402,0.75
16963,'2025/12/01 11:50:00:508',62,0.282038,0.612875,-0.748303,-3.160895,0.176611,-1.235381,0.892312,-2.603304,-1.065402,0.75
16964,'2025/12/01 11:50:00:527',62,0.282038,0.612875,-0.748303,-3.160895,0.176611,-1.235381,0.892312,-2.603304,-1.065402,0.75
16965,'2025/12/01 11:50:00:543',62,0.282038,0.612875,-0.748303,-3.160895,0.176611,-1.235381,0.892312,-2.603304,-1.065402,0.75
16966,'2025/12/01 11:50:00:559',62,0.282038,0.612875,-0.748303,-3.160895,0.176611,-1.235381,0.892312,-2.603304,-1.065402,0.75
16967,'2025/12/01 11:50:00:575',62,0.795966,0.739104,-1.476361,4.741302,0.908816,2.334249,0.840617,-2.559081,-1.062799,0.75
16968,'2025/12/01 11:50:00:594',62,-0.154562,0.381572,-0.247708,6.330284,-0.08138,2.219166,0.625673,-2.572072,-1.013254,0.75
16969,'2025/12/01 11:50:00:609',62,-0.154562,0.381572,-0.247708,6.330284,-0.08138,2.219166,0.625673,-2.572072,-1.013254,0.75
16970,'2025/12/01 11:50:00:626',62,-0.607859,-0.048347,1.038373,4.284549,-0.676244,0.726541,0.430595,-2.625741,-0.94612,0.75
16971,'2025/12/01 11:50:00:644',62,-0.607859,-0.048347,1.038373,4.284549,-0.676244,0.726541,0.430595,-2.625741,-0.94612,0.75
16972,'2025/12/01 11:50:00:659',62,-0.607859,-0.048347,1.038373,4.284549,-0.676244,0.726541,0.430595,-2.625741,-0.94612,0.75
16973,'2025/12/01 11:50:00:677',62,-0.607859,-0.048347,1.038373,4.284549,-0.676244,0.726541,0.430595,-2.625741,-0.94612,0.75
16974,'2025/12/01 11:50:00:693',62,-0.607859,-0.048347,1.038373,4.284549,-0.676244,0.726541,0.430595,-2.625741,-0.94612,0.75
16975,'2025/12/01 11:50:00:711',62,-0.398368,-0.17875,1.495151,-2.858749,-0.712172,-0.846521,0.418839,-2.670249,-0.923037,0.75
16976,'2025/12/01 11:50:00:727',62,-0.398368,-0.17875,1.495151,-2.858749,-0.712172,-0.846521,0.418839,-2.670249,-0.923037,0.75
16977,'2025/12/01 11:50:00:741',62,-0.398368,-0.17875,1.495151,-2.858749,-0.712172,-0.846521,0.418839,-2.670249,-0.923037,0.75
16978,'2025/12/01 11:50:00:759',62,-0.398368,-0.17875,1.495151,-2.858749,-0.712172,-0.846521,0.418839,-2.670249,-0.923037,0.75
16979,'2025/12/01 11:50:00:774',62,-0.398368,-0.17875,1.495151,-2.858749,-0.712172,-0.846521,0.418839,-2.670249,-0.923037,0.75
16980,'2025/12/01 11:50:00:791',62,0.048942,0.627123,-0.276828,-4.829994,-0.743385,-1.096424,0.718655,-2.707398,-0.98819,0.75
16981,'2025/12/01 11:50:00:810',62,0.342907,0.627213,-1.372363,-2.560289,0.004332,-0.471234,0.835623,-2.68951,-1.027423,0.75
16982,'2025/12/01 11:50:00:825',62,0.342907,0.627213,-1.372363,-2.560289,0.004332,-0.471234,0.835623,-2.68951,-1.027423,0.75
16983,'2025/12/01 11:50:00:844',62,0.342907,0.627213,-1.372363,-2.560289,0.004332,-0.471234,0.835623,-2.68951,-1.027423,0.75
16984,'2025/12/01 11:50:00:859',62,0.342907,0.627213,-1.372363,-2.560289,0.004332,-0.471234,0.835623,-2.68951,-1.027423,0.75
16985,'2025/12/01 11:50:00:876',62,0.209217,0.521779,-1.120556,5.305022,0.554625,1.861553,0.693848,-2.676545,-1.020393,0.75
16986,'2025/12/01 11:50:00:891',62,-0.393923,0.192046,-0.063806,6.585548,-0.512603,1.015127,0.509576,-2.70028,-0.971401,0.75
16987,'2025/12/01 11:50:00:910',62,-0.393923,0.192046,-0.063806,6.585548,-0.512603,1.015127,0.509576,-2.70028,-0.971401,0.75
16988,'2025/12/01 11:50:00:926',62,-0.381474,-0.104851,1.299904,4.044146,-1.256802,0.260431,0.32029,-2.76015,-0.905651,0.75
16989,'2025/12/01 11:50:00:943',62,-0.381474,-0.104851,1.299904,4.044146,-1.256802,0.260431,0.32029,-2.76015,-0.905651,0.75
16990,'2025/12/01 11:50:00:960',62,-0.381474,-0.104851,1.299904,4.044146,-1.256802,0.260431,0.32029,-2.76015,-0.905651,0.75
16991,'2025/12/01 11:50:00:974',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
16992,'2025/12/01 11:50:00:992',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
16993,'2025/12/01 11:50:01:011',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
16994,'2025/12/01 11:50:01:026',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
16995,'2025/12/01 11:50:01:044',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
16996,'2025/12/01 11:50:01:059',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
16997,'2025/12/01 11:50:01:076',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
16998,'2025/12/01 11:50:01:094',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
16999,'2025/12/01 11:50:01:110',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
17000,'2025/12/01 11:50:01:127',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
17001,'2025/12/01 11:50:01:141',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
17002,'2025/12/01 11:50:01:160',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
17003,'2025/12/01 11:50:01:175',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
17004,'2025/12/01 11:50:01:191',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
17005,'2025/12/01 11:50:01:210',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
17006,'2025/12/01 11:50:01:225',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
17007,'2025/12/01 11:50:01:243',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
17008,'2025/12/01 11:50:01:260',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
17009,'2025/12/01 11:50:01:275',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
17010,'2025/12/01 11:50:01:293',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
17011,'2025/12/01 11:50:01:311',62,-0.255426,-0.190364,1.795623,0.374526,-1.548802,-0.254404,0.250778,-2.817112,-0.876916,0.75
17012,'2025/12/01 11:50:01:326',62,-0.102023,0.154101,0.865209,-4.062291,-0.810106,-0.145802,0.325111,-2.87236,-0.88336,0.75
17013,'2025/12/01 11:50:01:341',62,-0.102023,0.154101,0.865209,-4.062291,-0.810106,-0.145802,0.325111,-2.87236,-0.88336,0.75
17014,'2025/12/01 11:50:01:360',62,-0.077726,0.360751,0.042709,-4.705873,-0.847842,-0.192537,0.474504,-2.891157,-0.918814,0.75
17015,'2025/12/01 11:50:01:374',62,-0.077726,0.360751,0.042709,-4.705873,-0.847842,-0.192537,0.474504,-2.891157,-0.918814,0.75
17016,'2025/12/01 11:50:01:393',62,-0.066546,0.453064,-0.660345,-4.366445,-0.009522,-0.484922,0.636262,-2.886054,-0.955452,0.75
17017,'2025/12/01 11:50:01:410',62,-0.066546,0.453064,-0.660345,-4.366445,-0.009522,-0.484922,0.636262,-2.886054,-0.955452,0.75
17018,'2025/12/01 11:50:01:427',62,-0.066546,0.453064,-0.660345,-4.366445,-0.009522,-0.484922,0.636262,-2.886054,-0.955452,0.75
17019,'2025/12/01 11:50:01:442',62,-0.066546,0.453064,-0.660345,-4.366445,-0.009522,-0.484922,0.636262,-2.886054,-0.955452,0.75
17020,'2025/12/01 11:50:01:460',62,-0.066546,0.453064,-0.660345,-4.366445,-0.009522,-0.484922,0.636262,-2.886054,-0.955452,0.75
17021,'2025/12/01 11:50:01:475',62,0.46868,0.446987,-1.841533,3.729641,0.735142,0.5983,0.688925,-2.863221,-0.942212,0.75
17022,'2025/12/01 11:50:01:493',62,-0.051127,0.393741,-0.934602,5.985206,0.160558,0.587369,0.510193,-2.867363,-0.912582,0.75
17023,'2025/12/01 11:50:01:510',62,-0.051127,0.393741,-0.934602,5.985206,0.160558,0.587369,0.510193,-2.867363,-0.912582,0.75
17024,'2025/12/01 11:50:01:526',62,-0.051127,0.393741,-0.934602,5.985206,0.160558,0.587369,0.510193,-2.867363,-0.912582,0.75
17025,'2025/12/01 11:50:01:541',62,-0.051127,0.393741,-0.934602,5.985206,0.160558,0.587369,0.510193,-2.867363,-0.912582,0.75
17026,'2025/12/01 11:50:01:560',62,-0.051127,0.393741,-0.934602,5.985206,0.160558,0.587369,0.510193,-2.867363,-0.912582,0.75
17027,'2025/12/01 11:50:01:577',62,-0.051127,0.393741,-0.934602,5.985206,0.160558,0.587369,0.510193,-2.867363,-0.912582,0.75
17028,'2025/12/01 11:50:01:593',62,-0.051127,0.393741,-0.934602,5.985206,0.160558,0.587369,0.510193,-2.867363,-0.912582,0.75
17029,'2025/12/01 11:50:01:608',62,-0.051127,0.393741,-0.934602,5.985206,0.160558,0.587369,0.510193,-2.867363,-0.912582,0.75
17030,'2025/12/01 11:50:01:626',62,-0.051127,0.393741,-0.934602,5.985206,0.160558,0.587369,0.510193,-2.867363,-0.912582,0.75
17031,'2025/12/01 11:50:01:644',62,0.106766,0.098034,1.101416,-3.092306,-0.301002,0.009945,0.272427,-2.856797,-0.838734,0.75
17032,'2025/12/01 11:50:01:659',62,0.106766,0.098034,1.101416,-3.092306,-0.301002,0.009945,0.272427,-2.856797,-0.838734,0.75
17033,'2025/12/01 11:50:01:675',62,0.106766,0.098034,1.101416,-3.092306,-0.301002,0.009945,0.272427,-2.856797,-0.838734,0.75
17034,'2025/12/01 11:50:01:693',62,0.106766,0.098034,1.101416,-3.092306,-0.301002,0.009945,0.272427,-2.856797,-0.838734,0.75
17035,'2025/12/01 11:50:01:708',62,-0.016667,0.219678,0.279454,-3.946856,-0.79763,-0.011825,0.392506,-2.865787,-0.876186,0.75
17036,'2025/12/01 11:50:01:727',62,-0.008884,0.351486,-0.272203,-4.303762,-0.362683,0.091482,0.531882,-2.868356,-0.921187,0.75
17037,'2025/12/01 11:50:01:744',62,-0.008884,0.351486,-0.272203,-4.303762,-0.362683,0.091482,0.531882,-2.868356,-0.921187,0.75
17038,'2025/12/01 11:50:01:759',62,0.277543,0.29123,-1.907329,2.068541,1.15559,0.440857,0.663769,-2.81878,-0.964477,0.75
17039,'2025/12/01 11:50:01:776',62,0.277543,0.29123,-1.907329,2.068541,1.15559,0.440857,0.663769,-2.81878,-0.964477,0.75
17040,'2025/12/01 11:50:01:791',62,0.277543,0.29123,-1.907329,2.068541,1.15559,0.440857,0.663769,-2.81878,-0.964477,0.75
17041,'2025/12/01 11:50:01:810',62,0.277543,0.29123,-1.907329,2.068541,1.15559,0.440857,0.663769,-2.81878,-0.964477,0.75
17042,'2025/12/01 11:50:01:824',62,0.04368,0.338434,-1.22321,5.954137,0.516191,0.905254,0.515365,-2.800068,-0.938406,0.75
17043,'2025/12/01 11:50:01:844',62,0.04368,0.338434,-1.22321,5.954137,0.516191,0.905254,0.515365,-2.800068,-0.938406,0.75
17044,'2025/12/01 11:50:01:860',62,0.04368,0.338434,-1.22321,5.954137,0.516191,0.905254,0.515365,-2.800068,-0.938406,0.75
17045,'2025/12/01 11:50:01:877',62,-0.220657,-0.023115,1.536937,1.51628,0.552196,-0.205775,0.208604,-2.825624,-0.849527,0.75
17046,'2025/12/01 11:50:01:891',62,-0.220657,-0.023115,1.536937,1.51628,0.552196,-0.205775,0.208604,-2.825624,-0.849527,0.75
17047,'2025/12/01 11:50:01:911',62,-0.064058,-0.00805,1.44063,-1.766067,0.544385,-0.292651,0.222667,-2.805737,-0.843975,0.75
17048,'2025/12/01 11:50:01:926',62,-0.064058,-0.00805,1.44063,-1.766067,0.544385,-0.292651,0.222667,-2.805737,-0.843975,0.75
17049,'2025/12/01 11:50:01:945',62,-0.064058,-0.00805,1.44063,-1.766067,0.544385,-0.292651,0.222667,-2.805737,-0.843975,0.75
17050,'2025/12/01 11:50:01:959',62,0.061432,0.075847,0.499687,-3.005105,0.281497,-0.154816,0.306403,-2.783702,-0.867207,0.75
17051,'2025/12/01 11:50:01:976',62,0.061432,0.075847,0.499687,-3.005105,0.281497,-0.154816,0.306403,-2.783702,-0.867207,0.75
17052,'2025/12/01 11:50:01:993',62,0.061432,0.075847,0.499687,-3.005105,0.281497,-0.154816,0.306403,-2.783702,-0.867207,0.75
17053,'2025/12/01 11:50:02:008',62,0.061432,0.075847,0.499687,-3.005105,0.281497,-0.154816,0.306403,-2.783702,-0.867207,0.75
